yourlist:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	isomap:M20170427F725F458AC8690F874DD868E4ED79B88B1B382Z	Entry	Entry name		Protein names	Gene names	Organism	Length
NDUFV1		E9PPS5	E9PPS5_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	75
NDUFV1		E9PQP1	E9PQP1_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	178
NDUFV1		G3V0I5	G3V0I5_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) flavoprotein 1, 51kDa, isoform CRA_c (NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial)	NDUFV1 hCG_21057	Homo sapiens (Human)	457
NDUFV1		H0YD04	H0YD04_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	127
NDUFV1		H0YE81	H0YE81_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (Fragment)	NDUFV1	Homo sapiens (Human)	133
NDUFV1		P49821	NDUV1_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 1, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (Complex I-51kD) (CI-51kD) (NADH dehydrogenase flavoprotein 1) (NADH-ubiquinone oxidoreductase 51 kDa subunit)	NDUFV1 UQOR1	Homo sapiens (Human)	464
NDUFV2		E7EPT4	E7EPT4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	Homo sapiens (Human)	252
NDUFV2		J3KRB4	J3KRB4_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	Homo sapiens (Human)	39
NDUFV2		J3QS34	J3QS34_HUMAN	unreviewed	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial	NDUFV2	Homo sapiens (Human)	21
NDUFV2		P19404	NDUV2_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial (EC 1.6.5.3) (EC 1.6.99.3) (NADH-ubiquinone oxidoreductase 24 kDa subunit)	NDUFV2	Homo sapiens (Human)	249
NDUFV2		Q6IB76	Q6IB76_HUMAN	unreviewed	NDUFV2 protein	NDUFV2	Homo sapiens (Human)	249
NDUFV2		Q6IPW4	Q6IPW4_HUMAN	unreviewed	NADH dehydrogenase (Ubiquinone) flavoprotein 2, 24kDa (cDNA, FLJ92411, Homo sapiens NADH dehydrogenase (ubiquinone) flavoprotein 2, 24kDa(NDUFV2), mRNA)	NDUFV2 hCG_1994226	Homo sapiens (Human)	249
NDUFV2		Q9UEH5	Q9UEH5_HUMAN	unreviewed	24-kDa subunit of complex I (EC 1.6.5.3) (Fragment)	NDUFV2	Homo sapiens (Human)	231
NNT		A0A024R0C3	A0A024R0C3_HUMAN	unreviewed	Nicotinamide nucleotide transhydrogenase, isoform CRA_a	NNT hCG_17428	Homo sapiens (Human)	1086
NNT		D6RAI5	D6RAI5_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial (Fragment)	NNT	Homo sapiens (Human)	217
NNT		D6RCR6	D6RCR6_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial (Fragment)	NNT	Homo sapiens (Human)	58
NNT		D6RHU2	D6RHU2_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial (Fragment)	NNT	Homo sapiens (Human)	199
NNT		E9PCX7	E9PCX7_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial	NNT	Homo sapiens (Human)	955
NNT		H0Y8P5	H0Y8P5_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial (Fragment)	NNT	Homo sapiens (Human)	57
NNT		H0Y9R2	H0Y9R2_HUMAN	unreviewed	NAD(P) transhydrogenase, mitochondrial (Fragment)	NNT	Homo sapiens (Human)	11
NNT		Q13423	NNTM_HUMAN	reviewed	NAD(P) transhydrogenase, mitochondrial (EC 1.6.1.2) (Nicotinamide nucleotide transhydrogenase) (Pyridine nucleotide transhydrogenase)	NNT	Homo sapiens (Human)	1086
NNT		Q2TB59	Q2TB59_HUMAN	unreviewed	Nicotinamide nucleotide transhydrogenase	NNT	Homo sapiens (Human)	1086
NNT		Q8N5H5	Q8N5H5_HUMAN	unreviewed	NNT protein (Fragment)	NNT	Homo sapiens (Human)	236
NQO2		A0A024QZT9	A0A024QZT9_HUMAN	unreviewed	NAD(P)H dehydrogenase, quinone 2, isoform CRA_a	NQO2 hCG_22876	Homo sapiens (Human)	231
NQO2		A2A2U4	A2A2U4_HUMAN	unreviewed	Ribosyldihydronicotinamide dehydrogenase [quinone] (Fragment)	NQO2	Homo sapiens (Human)	63
NQO2		P16083	NQO2_HUMAN	reviewed	Ribosyldihydronicotinamide dehydrogenase [quinone] (EC 1.10.5.1) (NRH dehydrogenase [quinone] 2) (NRH:quinone oxidoreductase 2) (Quinone reductase 2) (QR2)	NQO2 NMOR2	Homo sapiens (Human)	231
NQO2		Q5TD05	Q5TD05_HUMAN	unreviewed	Ribosyldihydronicotinamide dehydrogenase [quinone] (Fragment)	NQO2	Homo sapiens (Human)	139
NQO2		Q5TD07	Q5TD07_HUMAN	unreviewed	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2	Homo sapiens (Human)	193
NQO2		U3KQG7	U3KQG7_HUMAN	unreviewed	Ribosyldihydronicotinamide dehydrogenase [quinone]	NQO2	Homo sapiens (Human)	35
OAT		P04181	OAT_HUMAN	reviewed	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase) [Cleaved into: Ornithine aminotransferase, hepatic form; Ornithine aminotransferase, renal form]	OAT	Homo sapiens (Human)	439
OGDH		A0A0D9SFS3	A0A0D9SFS3_HUMAN	unreviewed	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Homo sapiens (Human)	1001
OGDH		A2VCT2	A2VCT2_HUMAN	unreviewed	OGDH protein (Fragment)	OGDH	Homo sapiens (Human)	636
OGDH		A2VCT3	A2VCT3_HUMAN	unreviewed	OGDH protein (Fragment)	OGDH	Homo sapiens (Human)	640
OGDH		A5XEI0	A5XEI0_HUMAN	unreviewed	Oxoglutarate (Alpha-ketoglutarate) dehydrogenase (Fragment)	OGDH	Homo sapiens (Human)	65
OGDH		A5XEI1	A5XEI1_HUMAN	unreviewed	Oxoglutarate (Alpha-ketoglutarate) dehydrogenase (Fragment)	OGDH	Homo sapiens (Human)	69
OGDH		C9J4G7	C9J4G7_HUMAN	unreviewed	2-oxoglutarate dehydrogenase, mitochondrial (Fragment)	OGDH	Homo sapiens (Human)	211
OGDH		E9PCR7	E9PCR7_HUMAN	unreviewed	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Homo sapiens (Human)	1038
OGDH		E9PDF2	E9PDF2_HUMAN	unreviewed	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Homo sapiens (Human)	1034
OGDH		E9PFG7	E9PFG7_HUMAN	unreviewed	2-oxoglutarate dehydrogenase, mitochondrial	OGDH	Homo sapiens (Human)	873
OGDH		Q02218	ODO1_HUMAN	reviewed	2-oxoglutarate dehydrogenase, mitochondrial (EC 1.2.4.2) (2-oxoglutarate dehydrogenase complex component E1) (OGDC-E1) (Alpha-ketoglutarate dehydrogenase)	OGDH	Homo sapiens (Human)	1023
OPA1		A8MXB6	A8MXB6_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	166
OPA1		C9JMB8	C9JMB8_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	243
OPA1		C9JY58	C9JY58_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	84
OPA1		E5KLJ5	E5KLJ5_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Mitochondrial dynamin-like 120 kDa protein) (Optic atrophy 1 (Autosomal dominant), isoform CRA_g)	OPA1 hCG_17270	Homo sapiens (Human)	1015
OPA1		E5KLJ6	E5KLJ6_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Mitochondrial dynamin-like 120 kDa protein) (Optic atrophy 1 (Autosomal dominant), isoform CRA_c)	OPA1 hCG_17270	Homo sapiens (Human)	978
OPA1		E5KLJ7	E5KLJ7_HUMAN	unreviewed	Mitochondrial dynamin-like 120 kDa protein (Optic atrophy 1 (Autosomal dominant), isoform CRA_d)	OPA1 hCG_17270	Homo sapiens (Human)	997
OPA1		E5KLJ9	E5KLJ9_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Mitochondrial dynamin-like 120 kDa protein) (Optic atrophy 1 (Autosomal dominant), isoform CRA_h)	OPA1 hCG_17270	Homo sapiens (Human)	979
OPA1		E5KLK0	E5KLK0_HUMAN	unreviewed	Mitochondrial dynamin-like 120 kDa protein (Optic atrophy 1 (Autosomal dominant), isoform CRA_e)	OPA1 hCG_17270	Homo sapiens (Human)	942
OPA1		E5KLK1	E5KLK1_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Mitochondrial dynamin-like 120 kDa protein) (Optic atrophy 1 (Autosomal dominant), isoform CRA_f)	OPA1 hCG_17270	Homo sapiens (Human)	961
OPA1		E5KLK2	E5KLK2_HUMAN	unreviewed	Mitochondrial dynamin-like 120 kDa protein (Optic atrophy 1 (Autosomal dominant), isoform CRA_b)	OPA1 hCG_17270	Homo sapiens (Human)	924
OPA1		H7C141	H7C141_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	183
OPA1		H7C321	H7C321_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	185
OPA1		H7C3G2	H7C3G2_HUMAN	unreviewed	Dynamin-like 120 kDa protein, mitochondrial (Fragment)	OPA1	Homo sapiens (Human)	131
OPA1		O60313	OPA1_HUMAN	reviewed	Dynamin-like 120 kDa protein, mitochondrial (EC 3.6.5.5) (Optic atrophy protein 1) [Cleaved into: Dynamin-like 120 kDa protein, form S1]	OPA1 KIAA0567	Homo sapiens (Human)	960
OXA1L		C9JC63	C9JC63_HUMAN	unreviewed	Mitochondrial inner membrane protein OXA1L (Fragment)	OXA1L	Homo sapiens (Human)	112
OXA1L		E7EVY0	E7EVY0_HUMAN	unreviewed	Mitochondrial inner membrane protein OXA1L	OXA1L	Homo sapiens (Human)	408
OXA1L		H7BZE6	H7BZE6_HUMAN	unreviewed	Mitochondrial inner membrane protein OXA1L (Fragment)	OXA1L	Homo sapiens (Human)	82
OXA1L		J3KNA0	J3KNA0_HUMAN	unreviewed	Mitochondrial inner membrane protein OXA1L	OXA1L	Homo sapiens (Human)	495
OXA1L		Q15070	OXA1L_HUMAN	reviewed	Mitochondrial inner membrane protein OXA1L (Hsa) (OXA1Hs) (Oxidase assembly 1-like protein) (OXA1-like protein)	OXA1L	Homo sapiens (Human)	435
OXA1L		Q2M1J6	Q2M1J6_HUMAN	unreviewed	Oxidase (Cytochrome c) assembly 1-like	OXA1L	Homo sapiens (Human)	496
OXA1L		S4R3Q9	S4R3Q9_HUMAN	unreviewed	Mitochondrial inner membrane protein OXA1L	OXA1L	Homo sapiens (Human)	435
PDHA1		A0A024RBX9	A0A024RBX9_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1)	PDHA1 hCG_17571	Homo sapiens (Human)	390
PDHA1		A5YPB6	A5YPB6_HUMAN	unreviewed	PDHA1 (EC 1.2.4.1) (Fragment)	PDHA1	Homo sapiens (Human)	261
PDHA1		P08559	ODPA_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (EC 1.2.4.1) (PDHE1-A type I)	PDHA1 PHE1A	Homo sapiens (Human)	390
PDHA1		P78557	P78557_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q5JPT9	Q5JPT9_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	203
PDHA1		Q5JPU0	Q5JPU0_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	PDHA1	Homo sapiens (Human)	180
PDHA1		Q5JPU1	Q5JPU1_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	205
PDHA1		Q5JPU2	Q5JPU2_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial (Fragment)	PDHA1	Homo sapiens (Human)	121
PDHA1		Q5JPU3	Q5JPU3_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial	PDHA1	Homo sapiens (Human)	109
PDHA1		Q6LCA3	Q6LCA3_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q99724	Q99724_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q99725	Q99725_HUMAN	unreviewed	Pyruvate dehydrogenase E1-alpha-subunit (Fragment)	PDHA1	Homo sapiens (Human)	59
PDHA1		Q9UNV7	Q9UNV7_HUMAN	unreviewed	Pyruvate dehydrogenase alpha subunit (Fragment)	PDHA1	Homo sapiens (Human)	36
PDHB		C9J634	C9J634_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	Homo sapiens (Human)	350
PDHB		F8WF02	F8WF02_HUMAN	unreviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial	PDHB	Homo sapiens (Human)	251
PDHB		P11177	ODPB_HUMAN	reviewed	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial (PDHE1-B) (EC 1.2.4.1)	PDHB PHE1B	Homo sapiens (Human)	359
PDHX		E9PLU0	E9PLU0_HUMAN	unreviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Fragment)	PDHX	Homo sapiens (Human)	151
PDHX		E9PRI6	E9PRI6_HUMAN	unreviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Fragment)	PDHX	Homo sapiens (Human)	182
PDHX		H0YD97	H0YD97_HUMAN	unreviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Fragment)	PDHX	Homo sapiens (Human)	189
PDHX		O00330	ODPX_HUMAN	reviewed	Pyruvate dehydrogenase protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (E3BP) (Lipoyl-containing pyruvate dehydrogenase complex component X) (proX)	PDHX PDX1	Homo sapiens (Human)	501
PDK4		A4D1H4	A4D1H4_HUMAN	unreviewed	Pyruvate dehydrogenase kinase, isoenzyme 4 (Pyruvate dehydrogenase kinase, isozyme 4, isoform CRA_a) (cDNA, FLJ92766, Homo sapiens pyruvate dehydrogenase kinase, isoenzyme 4 (PDK4), mRNA)	PDK4 hCG_38945 tcag7.283	Homo sapiens (Human)	411
PDK4		B3KU25	B3KU25_HUMAN	unreviewed	Pyruvate dehydrogenase kinase, isozyme 4, isoform CRA_b (cDNA FLJ39109 fis, clone NTONG2005137, highly similar to dehydrogenase)	PDK4 hCG_38945	Homo sapiens (Human)	375
PDK4		Q16654	PDK4_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 4)	PDK4 PDHK4	Homo sapiens (Human)	411
PDP1		E5RFL8	E5RFL8_HUMAN	unreviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (Fragment)	PDP1	Homo sapiens (Human)	76
PDP1		E5RHB9	E5RHB9_HUMAN	unreviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (Fragment)	PDP1	Homo sapiens (Human)	72
PDP1		E5RI96	E5RI96_HUMAN	unreviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (Fragment)	PDP1	Homo sapiens (Human)	147
PDP1		E5RIE5	E5RIE5_HUMAN	unreviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (Fragment)	PDP1	Homo sapiens (Human)	128
PDP1		E5RIV4	E5RIV4_HUMAN	unreviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (Fragment)	PDP1	Homo sapiens (Human)	232
PDP1		Q9P0J1	PDP1_HUMAN	reviewed	[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1, mitochondrial (PDP 1) (EC 3.1.3.43) (Protein phosphatase 2C) (Pyruvate dehydrogenase phosphatase catalytic subunit 1) (PDPC 1)	PDP1 PDP PPM2C	Homo sapiens (Human)	537
PHB2		F5GWA7	F5GWA7_HUMAN	unreviewed	Prohibitin-2 (Fragment)	PHB2	Homo sapiens (Human)	261
PHB2		F5GY37	F5GY37_HUMAN	unreviewed	Prohibitin-2	PHB2	Homo sapiens (Human)	267
PHB2		F5H0C5	F5H0C5_HUMAN	unreviewed	Prohibitin-2	PHB2	Homo sapiens (Human)	112
PHB2		F5H2D2	F5H2D2_HUMAN	unreviewed	Prohibitin-2	PHB2	Homo sapiens (Human)	87
PHB2		F5H3X6	F5H3X6_HUMAN	unreviewed	Prohibitin-2 (Fragment)	PHB2	Homo sapiens (Human)	213
PHB2		J3KPX7	J3KPX7_HUMAN	unreviewed	Prohibitin-2	PHB2	Homo sapiens (Human)	298
PHB2		Q99623	PHB2_HUMAN	reviewed	Prohibitin-2 (B-cell receptor-associated protein BAP37) (D-prohibitin) (Repressor of estrogen receptor activity)	PHB2 BAP REA	Homo sapiens (Human)	299
PHB2		U3KPZ5	U3KPZ5_HUMAN	unreviewed	Prohibitin-2 (Fragment)	PHB2	Homo sapiens (Human)	103
PHYH		B1ALH6	B1ALH6_HUMAN	unreviewed	Phytanoyl-CoA dioxygenase, peroxisomal	PHYH	Homo sapiens (Human)	321
PHYH		C9IYS5	C9IYS5_HUMAN	unreviewed	Phytanoyl-CoA dioxygenase, peroxisomal (Fragment)	PHYH	Homo sapiens (Human)	176
PHYH		C9JR86	C9JR86_HUMAN	unreviewed	Phytanoyl-CoA dioxygenase, peroxisomal (Fragment)	PHYH	Homo sapiens (Human)	210
PHYH		O14832	PAHX_HUMAN	reviewed	Phytanoyl-CoA dioxygenase, peroxisomal (EC 1.14.11.18) (Phytanic acid oxidase) (Phytanoyl-CoA alpha-hydroxylase) (PhyH)	PHYH PAHX	Homo sapiens (Human)	338
PHYH		Q6FGQ2	Q6FGQ2_HUMAN	unreviewed	PHYH protein (Fragment)	PHYH	Homo sapiens (Human)	338
PMPCA		Q10713	MPPA_HUMAN	reviewed	Mitochondrial-processing peptidase subunit alpha (EC 3.4.24.64) (Alpha-MPP) (P-55)	PMPCA INPP5E KIAA0123 MPPA	Homo sapiens (Human)	525
PMPCA		Q24JU5	Q24JU5_HUMAN	unreviewed	PMPCA protein (Fragment)	PMPCA	Homo sapiens (Human)	57
PMPCA		Q5SXN9	Q5SXN9_HUMAN	unreviewed	Mitochondrial-processing peptidase subunit alpha (Fragment)	PMPCA	Homo sapiens (Human)	271
PMPCA		Q9BT52	Q9BT52_HUMAN	unreviewed	PMPCA protein (Fragment)	PMPCA	Homo sapiens (Human)	143
POLR2F		B0QYL8	B0QYL8_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	126
POLR2F		B0QYL9	B0QYL9_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	158
POLR2F		F8WC47	F8WC47_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	111
POLR2F		H0Y2U7	H0Y2U7_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)	POLR2F	Homo sapiens (Human)	145
POLR2F		H0Y439	H0Y439_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)	POLR2F	Homo sapiens (Human)	93
POLR2F		P61218	RPAB2_HUMAN	reviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (RNA polymerases I, II, and III subunit ABC2) (DNA-directed RNA polymerase II subunit F) (DNA-directed RNA polymerases I, II, and III 14.4 kDa polypeptide) (RPABC14.4) (RPB14.4) (RPB6 homolog) (RPC15)	POLR2F POLRF	Homo sapiens (Human)	127
POLR2F		U3KPV3	U3KPV3_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	74
POLR2F		U3KPY1	U3KPY1_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2 (Fragment)	POLR2F	Homo sapiens (Human)	112
POLR2F		U3KQB0	U3KQB0_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	122
POLR2F		U3KQQ7	U3KQQ7_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	76
POLR2F		U3KQS8	U3KQS8_HUMAN	unreviewed	DNA-directed RNA polymerases I, II, and III subunit RPABC2	POLR2F	Homo sapiens (Human)	98
POR		A8K3B4	A8K3B4_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	POR	Homo sapiens (Human)	680
POR		B2R6E5	B2R6E5_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	POR	Homo sapiens (Human)	680
POR		C9JDE2	C9JDE2_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (Fragment)	POR	Homo sapiens (Human)	54
POR		C9JQ78	C9JQ78_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (Fragment)	POR	Homo sapiens (Human)	39
POR		C9JU80	C9JU80_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (Fragment)	POR	Homo sapiens (Human)	108
POR		E7EMD0	E7EMD0_HUMAN	unreviewed	NADPH--cytochrome P450 reductase	POR	Homo sapiens (Human)	418
POR		E7EWU0	E7EWU0_HUMAN	unreviewed	NADPH--cytochrome P450 reductase	POR	Homo sapiens (Human)	101
POR		H0Y4R2	H0Y4R2_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (Fragment)	POR	Homo sapiens (Human)	725
POR		P16435	NCPR_HUMAN	reviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	POR CYPOR	Homo sapiens (Human)	677
POR		Q63HL4	Q63HL4_HUMAN	unreviewed	NADPH--cytochrome P450 reductase (CPR) (P450R) (EC 1.6.2.4)	DKFZp686G04235 POR	Homo sapiens (Human)	680
PRDX3		P30048	PRDX3_HUMAN	reviewed	Thioredoxin-dependent peroxide reductase, mitochondrial (EC 1.11.1.15) (Antioxidant protein 1) (AOP-1) (HBC189) (Peroxiredoxin III) (Prx-III) (Peroxiredoxin-3) (Protein MER5 homolog)	PRDX3 AOP1	Homo sapiens (Human)	256
RETSAT		H0YGU3	H0YGU3_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	140
RETSAT		H7BZ16	H7BZ16_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	255
RETSAT		H7BZ81	H7BZ81_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	320
RETSAT		H7C3J0	H7C3J0_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	399
RETSAT		I0EZ74	I0EZ74_HUMAN	unreviewed	Retinol saturase (Fragment)	RETSAT	Homo sapiens (Human)	123
RETSAT		Q6NUM9	RETST_HUMAN	reviewed	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	RETSAT PPSIG UNQ439/PRO872	Homo sapiens (Human)	610
RHOT1		H7BXZ6	H7BXZ6_HUMAN	unreviewed	Mitochondrial Rho GTPase (EC 3.6.5.-)	RHOT1 hCG_1991479	Homo sapiens (Human)	597
RHOT1		J3KRG7	J3KRG7_HUMAN	unreviewed	Mitochondrial Rho GTPase 1 (Fragment)	RHOT1	Homo sapiens (Human)	57
RHOT1		J3KSR5	J3KSR5_HUMAN	unreviewed	Mitochondrial Rho GTPase 1	RHOT1	Homo sapiens (Human)	51
RHOT1		J3QLG2	J3QLG2_HUMAN	unreviewed	Mitochondrial Rho GTPase 1 (Fragment)	RHOT1	Homo sapiens (Human)	134
RHOT1		J3QSG2	J3QSG2_HUMAN	unreviewed	Mitochondrial Rho GTPase 1 (Fragment)	RHOT1	Homo sapiens (Human)	40
RHOT1		K7EIQ7	K7EIQ7_HUMAN	unreviewed	Mitochondrial Rho GTPase 1 (Fragment)	RHOT1	Homo sapiens (Human)	190
RHOT1		K7EP86	K7EP86_HUMAN	unreviewed	Mitochondrial Rho GTPase 1 (Fragment)	RHOT1	Homo sapiens (Human)	156
RHOT1		Q8IXI2	MIRO1_HUMAN	reviewed	Mitochondrial Rho GTPase 1 (MIRO-1) (hMiro-1) (EC 3.6.5.-) (Rac-GTP-binding protein-like protein) (Ras homolog gene family member T1)	RHOT1 ARHT1	Homo sapiens (Human)	618
RHOT2		H3BMP9	H3BMP9_HUMAN	unreviewed	Mitochondrial Rho GTPase 2	RHOT2	Homo sapiens (Human)	55
RHOT2		H3BP40	H3BP40_HUMAN	unreviewed	Mitochondrial Rho GTPase 2	RHOT2	Homo sapiens (Human)	80
RHOT2		H3BST5	H3BST5_HUMAN	unreviewed	Mitochondrial Rho GTPase 2 (Fragment)	RHOT2	Homo sapiens (Human)	208
RHOT2		H3BU27	H3BU27_HUMAN	unreviewed	Mitochondrial Rho GTPase 2 (Fragment)	RHOT2	Homo sapiens (Human)	155
RHOT2		H3BUX4	H3BUX4_HUMAN	unreviewed	Mitochondrial Rho GTPase 2	RHOT2	Homo sapiens (Human)	135
RHOT2		H3BVI5	H3BVI5_HUMAN	unreviewed	Mitochondrial Rho GTPase 2	RHOT2	Homo sapiens (Human)	72
RHOT2		I3L2C6	I3L2C6_HUMAN	unreviewed	Mitochondrial Rho GTPase 2 (Fragment)	RHOT2	Homo sapiens (Human)	214
RHOT2		Q8IXI1	MIRO2_HUMAN	reviewed	Mitochondrial Rho GTPase 2 (MIRO-2) (hMiro-2) (EC 3.6.5.-) (Ras homolog gene family member T2)	RHOT2 ARHT2 C16orf39	Homo sapiens (Human)	618
SDHA		A0A024QZ30	A0A024QZ30_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	SDHA hCG_1639814	Homo sapiens (Human)	664
SDHA		A0A087X1I3	A0A087X1I3_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	Homo sapiens (Human)	519
