yourlist:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	isomap:M20170427AAFB7E4D2F1D05654627429E83DA5CCEB41A64P	Entry	Entry name		Protein names	Gene names	Organism	Length
CNTROB		I3L1Z8	I3L1Z8_HUMAN	unreviewed	Centrobin (Fragment)	CNTROB	Homo sapiens (Human)	198
CNTROB		I3L3N2	I3L3N2_HUMAN	unreviewed	Centrobin (Fragment)	CNTROB	Homo sapiens (Human)	13
CNTROB		I3L465	I3L465_HUMAN	unreviewed	Centrobin (Fragment)	CNTROB	Homo sapiens (Human)	77
CNTROB		Q8N137	CNTRB_HUMAN	reviewed	Centrobin (Centrosomal BRCA2-interacting protein) (LYST-interacting protein 8)	CNTROB LIP8 PP1221	Homo sapiens (Human)	903
CRIPAK		Q8N1N5	CRPAK_HUMAN	reviewed	Cysteine-rich PAK1 inhibitor (CRIPak)	CRIPAK	Homo sapiens (Human)	446
CSNK1D		A0A024R8X3	A0A024R8X3_HUMAN	unreviewed	Casein kinase 1, delta, isoform CRA_a	CSNK1D hCG_18806	Homo sapiens (Human)	358
CSNK1D		B4DLF1	B4DLF1_HUMAN	unreviewed	Casein kinase I isoform delta (cDNA FLJ50568, highly similar to Casein kinase I isoform delta (EC 2.7.11.1))	CSNK1D	Homo sapiens (Human)	126
CSNK1D		H0Y2N6	H0Y2N6_HUMAN	unreviewed	Casein kinase I isoform delta (Fragment)	CSNK1D	Homo sapiens (Human)	120
CSNK1D		H7BYT1	H7BYT1_HUMAN	unreviewed	Casein kinase I isoform delta	CSNK1D	Homo sapiens (Human)	427
CSNK1D		J3KRM8	J3KRM8_HUMAN	unreviewed	Casein kinase I isoform delta (Fragment)	CSNK1D	Homo sapiens (Human)	64
CSNK1D		J3KRS6	J3KRS6_HUMAN	unreviewed	Casein kinase I isoform delta	CSNK1D	Homo sapiens (Human)	56
CSNK1D		J3QQI9	J3QQI9_HUMAN	unreviewed	Casein kinase I isoform delta (Fragment)	CSNK1D	Homo sapiens (Human)	187
CSNK1D		J3QQU8	J3QQU8_HUMAN	unreviewed	Casein kinase I isoform delta (Fragment)	CSNK1D	Homo sapiens (Human)	20
CSNK1D		J3QS70	J3QS70_HUMAN	unreviewed	Casein kinase I isoform delta	CSNK1D	Homo sapiens (Human)	43
CSNK1D		P48730	KC1D_HUMAN	reviewed	Casein kinase I isoform delta (CKI-delta) (CKId) (EC 2.7.11.1) (Tau-protein kinase CSNK1D) (EC 2.7.11.26)	CSNK1D HCKID	Homo sapiens (Human)	415
CTTN		A0A024R5M3	A0A024R5M3_HUMAN	unreviewed	Cortactin, isoform CRA_c	CTTN hCG_23463	Homo sapiens (Human)	513
CTTN		A0A0B6XJY7	A0A0B6XJY7_HUMAN	unreviewed	Cortactin (Fragment)	CTTN	Homo sapiens (Human)	52
CTTN		H0YCD9	H0YCD9_HUMAN	unreviewed	Src substrate cortactin (Fragment)	CTTN	Homo sapiens (Human)	265
CTTN		H0YEV2	H0YEV2_HUMAN	unreviewed	Src substrate cortactin (Fragment)	CTTN	Homo sapiens (Human)	128
CTTN		Q14247	SRC8_HUMAN	reviewed	Src substrate cortactin (Amplaxin) (Oncogene EMS1)	CTTN EMS1	Homo sapiens (Human)	550
CYTH2		A0A0D9SFG6	A0A0D9SFG6_HUMAN	unreviewed	Cytohesin-2	CYTH2	Homo sapiens (Human)	400
CYTH2		F8W8E2	F8W8E2_HUMAN	unreviewed	Cytohesin-2 (Fragment)	CYTH2	Homo sapiens (Human)	254
CYTH2		G5E9B7	G5E9B7_HUMAN	unreviewed	Cytohesin-2 (Pleckstrin homology, Sec7 and coiled-coil domains 2 (Cytohesin-2), isoform CRA_c)	CYTH2 PSCD2 hCG_1998017	Homo sapiens (Human)	292
CYTH2		M0R2J0	M0R2J0_HUMAN	unreviewed	Cytohesin-2 (Fragment)	CYTH2	Homo sapiens (Human)	214
CYTH2		Q8WYS2	Q8WYS2_HUMAN	unreviewed	Cytohesin-2 (Putative uncharacterized protein pp9943)	pp9943 CYTH2	Homo sapiens (Human)	139
CYTH2		Q99418	CYH2_HUMAN	reviewed	Cytohesin-2 (ARF exchange factor) (ARF nucleotide-binding site opener) (Protein ARNO) (PH, SEC7 and coiled-coil domain-containing protein 2)	CYTH2 ARNO PSCD2 PSCD2L	Homo sapiens (Human)	400
DLG1		A0A0C4DFT3	A0A0C4DFT3_HUMAN	unreviewed	Disks large homolog 1	DLG1	Homo sapiens (Human)	892
DLG1		A8MUT6	A8MUT6_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	208
DLG1		B4E2H8	B4E2H8_HUMAN	unreviewed	Disks large homolog 1 (cDNA FLJ58166, highly similar to Disks large homolog 1)	DLG1	Homo sapiens (Human)	370
DLG1		C9IYP1	C9IYP1_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	122
DLG1		C9J110	C9J110_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	35
DLG1		C9JCP6	C9JCP6_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	179
DLG1		C9JN61	C9JN61_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	154
DLG1		C9JUA9	C9JUA9_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	123
DLG1		E7EQD7	E7EQD7_HUMAN	unreviewed	Disks large homolog 1	DLG1	Homo sapiens (Human)	658
DLG1		F2Z2L0	F2Z2L0_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	106
DLG1		H7C166	H7C166_HUMAN	unreviewed	Disks large homolog 1 (Fragment)	DLG1	Homo sapiens (Human)	286
DLG1		L8E7Z2	L8E7Z2_HUMAN	unreviewed	Alternative protein DLG1	DLG1	Homo sapiens (Human)	65
DLG1		Q12959	DLG1_HUMAN	reviewed	Disks large homolog 1 (Synapse-associated protein 97) (SAP-97) (SAP97) (hDlg)	DLG1	Homo sapiens (Human)	904
DLG1		Q6PJH1	Q6PJH1_HUMAN	unreviewed	DLG1 protein (Fragment)	DLG1	Homo sapiens (Human)	320
DLGAP5		G3V4E5	G3V4E5_HUMAN	unreviewed	Disks large-associated protein 5 (Fragment)	DLGAP5	Homo sapiens (Human)	234
DLGAP5		G3V543	G3V543_HUMAN	unreviewed	Disks large-associated protein 5	DLGAP5	Homo sapiens (Human)	111
DLGAP5		Q15398	DLGP5_HUMAN	reviewed	Disks large-associated protein 5 (DAP-5) (Discs large homolog 7) (Disks large-associated protein DLG7) (Hepatoma up-regulated protein) (HURP)	DLGAP5 DLG7 KIAA0008	Homo sapiens (Human)	846
DOCK2		E5RFJ0	E5RFJ0_HUMAN	unreviewed	Dedicator of cytokinesis protein 2	DOCK2	Homo sapiens (Human)	1031
DOCK2		E7ERW7	E7ERW7_HUMAN	unreviewed	Dedicator of cytokinesis protein 2	DOCK2	Homo sapiens (Human)	1322
DOCK2		F6S220	F6S220_HUMAN	unreviewed	Dedicator of cytokinesis protein 2	DOCK2	Homo sapiens (Human)	335
DOCK2		H0YB76	H0YB76_HUMAN	unreviewed	Dedicator of cytokinesis protein 2 (Fragment)	DOCK2	Homo sapiens (Human)	161
DOCK2		H7C082	H7C082_HUMAN	unreviewed	Dedicator of cytokinesis protein 2 (Fragment)	DOCK2	Homo sapiens (Human)	55
DOCK2		Q5XG91	Q5XG91_HUMAN	unreviewed	DOCK2 protein (Fragment)	DOCK2	Homo sapiens (Human)	617
DOCK2		Q92608	DOCK2_HUMAN	reviewed	Dedicator of cytokinesis protein 2	DOCK2 KIAA0209	Homo sapiens (Human)	1830
DOCK4		A0A024R749	A0A024R749_HUMAN	unreviewed	Dedicator of cytokinesis 4, isoform CRA_a	DOCK4 hCG_2013829	Homo sapiens (Human)	765
DOCK4		A4D0S8	A4D0S8_HUMAN	unreviewed	Dedicator of cytokinesis 4	DOCK4 tcag7.1008	Homo sapiens (Human)	1966
DOCK4		C9J637	C9J637_HUMAN	unreviewed	Dedicator of cytokinesis protein 4 (Fragment)	DOCK4	Homo sapiens (Human)	188
DOCK4		C9J7D9	C9J7D9_HUMAN	unreviewed	Dedicator of cytokinesis protein 4 (Fragment)	DOCK4	Homo sapiens (Human)	192
DOCK4		C9JDB3	C9JDB3_HUMAN	unreviewed	Dedicator of cytokinesis protein 4 (Fragment)	DOCK4	Homo sapiens (Human)	131
DOCK4		F5GXW1	F5GXW1_HUMAN	unreviewed	Dedicator of cytokinesis protein 4	DOCK4	Homo sapiens (Human)	1094
DOCK4		F8WES4	F8WES4_HUMAN	unreviewed	Dedicator of cytokinesis protein 4	DOCK4	Homo sapiens (Human)	46
DOCK4		H0Y599	H0Y599_HUMAN	unreviewed	Dedicator of cytokinesis protein 4 (Fragment)	DOCK4	Homo sapiens (Human)	1999
DOCK4		H0Y7H7	H0Y7H7_HUMAN	unreviewed	Dedicator of cytokinesis protein 4 (Fragment)	DOCK4	Homo sapiens (Human)	1389
DOCK4		Q149N2	Q149N2_HUMAN	unreviewed	DOCK4 protein	DOCK4	Homo sapiens (Human)	1106
DOCK4		Q149N5	Q149N5_HUMAN	unreviewed	DOCK4 protein	DOCK4	Homo sapiens (Human)	2011
DOCK4		Q149N6	Q149N6_HUMAN	unreviewed	Dedicator of cytokinesis 4	DOCK4	Homo sapiens (Human)	1966
DOCK4		Q75MU6	Q75MU6_HUMAN	unreviewed	Putative uncharacterized protein DOCK4 (Fragment)	DOCK4	Homo sapiens (Human)	168
DOCK4		Q8N1I0	DOCK4_HUMAN	reviewed	Dedicator of cytokinesis protein 4	DOCK4 KIAA0716	Homo sapiens (Human)	1966
DST		A0A0J9YX05	A0A0J9YX05_HUMAN	unreviewed	Dystonin (Dystonin, isoform CRA_l) (Fragment)	DST hCG_2002676	Homo sapiens (Human)	304
DST		A0A0U1RQJ2	A0A0U1RQJ2_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	1674
DST		E7ERX3	E7ERX3_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	154
DST		E7ESK0	E7ESK0_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	133
DST		E7ETB9	E7ETB9_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	1479
DST		E9PHM6	E9PHM6_HUMAN	unreviewed	Dystonin	DST	Homo sapiens (Human)	5497
DST		F6QMI7	F6QMI7_HUMAN	unreviewed	Dystonin	DST	Homo sapiens (Human)	5537
DST		F8W9J4	F8W9J4_HUMAN	unreviewed	Dystonin	DST	Homo sapiens (Human)	7461
DST		H0YAT7	H0YAT7_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	177
DST		H0YBX0	H0YBX0_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	123
DST		H0YC65	H0YC65_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	259
DST		H0YC82	H0YC82_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	448
DST		L8E8Z4	L8E8Z4_HUMAN	unreviewed	Alternative protein DST	DST	Homo sapiens (Human)	83
DST		Q03001	DYST_HUMAN	reviewed	Dystonin (230 kDa bullous pemphigoid antigen) (230/240 kDa bullous pemphigoid antigen) (Bullous pemphigoid antigen 1) (BPA) (Bullous pemphigoid antigen) (Dystonia musculorum protein) (Hemidesmosomal plaque protein)	DST BP230 BP240 BPAG1 DMH DT KIAA0728	Homo sapiens (Human)	7570
DST		Q5T0V7	Q5T0V7_HUMAN	unreviewed	Dystonin (Fragment)	DST	Homo sapiens (Human)	689
DST		Q6P0N6	Q6P0N6_HUMAN	unreviewed	DST protein (Dystonin)	DST	Homo sapiens (Human)	1143
DST		Q86T18	Q86T18_HUMAN	unreviewed	DST protein (Fragment)	DST	Homo sapiens (Human)	258
DST		Q9BSP9	Q9BSP9_HUMAN	unreviewed	DST protein (Fragment)	DST	Homo sapiens (Human)	258
DYNC1H1		H0YJ21	H0YJ21_HUMAN	unreviewed	Cytoplasmic dynein 1 heavy chain 1 (Fragment)	DYNC1H1	Homo sapiens (Human)	180
DYNC1H1		Q14204	DYHC1_HUMAN	reviewed	Cytoplasmic dynein 1 heavy chain 1 (Cytoplasmic dynein heavy chain 1) (Dynein heavy chain, cytosolic)	DYNC1H1 DHC1 DNCH1 DNCL DNECL DYHC KIAA0325	Homo sapiens (Human)	4646
DYNC1H1		Q6P2H7	Q6P2H7_HUMAN	unreviewed	DYNC1H1 protein	DYNC1H1	Homo sapiens (Human)	197
DYNLL2		L8ECM3	L8ECM3_HUMAN	unreviewed	Alternative protein DYNLL2	DYNLL2	Homo sapiens (Human)	40
DYNLL2		Q96FJ2	DYL2_HUMAN	reviewed	Dynein light chain 2, cytoplasmic (8 kDa dynein light chain b) (DLC8b) (Dynein light chain LC8-type 2)	DYNLL2 DLC2	Homo sapiens (Human)	89
ECT2		C9J0L6	C9J0L6_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	106
ECT2		C9J1C4	C9J1C4_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	159
ECT2		C9JB41	C9JB41_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	18
ECT2		C9JDB4	C9JDB4_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	204
ECT2		C9JDV9	C9JDV9_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	110
ECT2		C9JTI2	C9JTI2_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	150
ECT2		H7C103	H7C103_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	298
ECT2		H7C3G1	H7C3G1_HUMAN	unreviewed	Protein ECT2 (Fragment)	ECT2	Homo sapiens (Human)	209
ECT2		Q9H8V3	ECT2_HUMAN	reviewed	Protein ECT2 (Epithelial cell-transforming sequence 2 oncogene)	ECT2	Homo sapiens (Human)	914
EPB41		A0A1B0GWG0	A0A1B0GWG0_HUMAN	unreviewed	Protein 4.1 (Fragment)	EPB41	Homo sapiens (Human)	483
EPB41		P11171	41_HUMAN	reviewed	Protein 4.1 (P4.1) (4.1R) (Band 4.1) (EPB4.1)	EPB41 E41P	Homo sapiens (Human)	864
EPB41		Q1WWM3	Q1WWM3_HUMAN	unreviewed	EPB41 protein (Fragment)	EPB41	Homo sapiens (Human)	742
EPB41		Q29RX4	Q29RX4_HUMAN	unreviewed	EPB41 protein (Fragment)	EPB41	Homo sapiens (Human)	678
EPB41		Q4VB86	Q4VB86_HUMAN	unreviewed	EPB41 protein (Protein 4.1)	EPB41	Homo sapiens (Human)	622
EPB41		Q4VB87	Q4VB87_HUMAN	unreviewed	EPB41 protein (Fragment)	EPB41	Homo sapiens (Human)	615
EPB41L2		E9PHY5	E9PHY5_HUMAN	unreviewed	Band 4.1-like protein 2	EPB41L2	Homo sapiens (Human)	935
EPB41L2		E9PIG0	E9PIG0_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	162
EPB41L2		E9PII3	E9PII3_HUMAN	unreviewed	Band 4.1-like protein 2	EPB41L2	Homo sapiens (Human)	706
EPB41L2		E9PJP4	E9PJP4_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	118
EPB41L2		E9PK52	E9PK52_HUMAN	unreviewed	Band 4.1-like protein 2	EPB41L2	Homo sapiens (Human)	811
EPB41L2		E9PMG5	E9PMG5_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	224
EPB41L2		E9PMV8	E9PMV8_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	268
EPB41L2		E9PN54	E9PN54_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	240
EPB41L2		E9PPC9	E9PPC9_HUMAN	unreviewed	Band 4.1-like protein 2	EPB41L2	Homo sapiens (Human)	126
EPB41L2		E9PQD2	E9PQD2_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	179
EPB41L2		E9PQN0	E9PQN0_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	127
EPB41L2		E9PRG1	E9PRG1_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	153
EPB41L2		H0Y5B0	H0Y5B0_HUMAN	unreviewed	Band 4.1-like protein 2 (Fragment)	EPB41L2	Homo sapiens (Human)	380
EPB41L2		I6L9B1	I6L9B1_HUMAN	unreviewed	EPB41L2 protein	EPB41L2	Homo sapiens (Human)	633
EPB41L2		O43491	E41L2_HUMAN	reviewed	Band 4.1-like protein 2 (Generally expressed protein 4.1) (4.1G)	EPB41L2	Homo sapiens (Human)	1005
EPB41L2		Q6R5J7	Q6R5J7_HUMAN	unreviewed	4.1G isoform (Band 4.1-like protein 2)	EPB41L2	Homo sapiens (Human)	383
EPB41L2		Q6ZSX4	Q6ZSX4_HUMAN	unreviewed	Band 4.1-like protein 2 (cDNA FLJ45145 fis, clone BRAWH3041492, moderately similar to Homo sapiens erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked) (EPB41))	EPB41L2	Homo sapiens (Human)	201
EPB41L2		Q9H1C6	Q9H1C6_HUMAN	unreviewed	4.1G protein (Fragment)	EPB41L2	Homo sapiens (Human)	215
EPB41L2		Q9UG62	Q9UG62_HUMAN	unreviewed	Erythrocyte membrane protein band 4.1-like 2, isoform CRA_c (Putative uncharacterized protein DKFZp564J1082)	DKFZp564J1082 EPB41L2 hCG_21030	Homo sapiens (Human)	172
ESPL1		H3BM31	H3BM31_HUMAN	unreviewed	Separin	ESPL1	Homo sapiens (Human)	49
ESPL1		H3BRX7	H3BRX7_HUMAN	unreviewed	Separin (Fragment)	ESPL1	Homo sapiens (Human)	207
ESPL1		Q14674	ESPL1_HUMAN	reviewed	Separin (EC 3.4.22.49) (Caspase-like protein ESPL1) (Extra spindle poles-like 1 protein) (Separase)	ESPL1 ESP1 KIAA0165	Homo sapiens (Human)	2120
EZR		E7EQR4	E7EQR4_HUMAN	unreviewed	Ezrin	EZR	Homo sapiens (Human)	586
EZR		P15311	EZRI_HUMAN	reviewed	Ezrin (Cytovillin) (Villin-2) (p81)	EZR VIL2	Homo sapiens (Human)	586
EZR		Q6NUR7	Q6NUR7_HUMAN	unreviewed	Ezrin	EZR	Homo sapiens (Human)	586
FARP1		A0A1B0GV68	A0A1B0GV68_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1	FARP1	Homo sapiens (Human)	801
FARP1		C9JME2	C9JME2_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1	FARP1	Homo sapiens (Human)	1076
FARP1		H0Y783	H0Y783_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1 (Fragment)	FARP1	Homo sapiens (Human)	215
FARP1		M0QXT1	M0QXT1_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1 (Fragment)	FARP1	Homo sapiens (Human)	248
FARP1		M0QYB0	M0QYB0_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1 (Fragment)	FARP1	Homo sapiens (Human)	203
FARP1		M0R262	M0R262_HUMAN	unreviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1 (Fragment)	FARP1	Homo sapiens (Human)	171
FARP1		Q9Y4F1	FARP1_HUMAN	reviewed	FERM, RhoGEF and pleckstrin domain-containing protein 1 (Chondrocyte-derived ezrin-like protein) (Pleckstrin homology domain-containing family C member 2) (PH domain-containing family C member 2)	FARP1 CDEP PLEKHC2	Homo sapiens (Human)	1045
FBXO5		Q9UKT4	FBX5_HUMAN	reviewed	F-box only protein 5 (Early mitotic inhibitor 1)	FBXO5 EMI1 FBX5	Homo sapiens (Human)	447
FGD4		B7Z493	B7Z493_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4 (cDNA FLJ55905, highly similar to FYVE, RhoGEF and PH domain-containing protein 4)	FGD4	Homo sapiens (Human)	851
FGD4		E9PJX4	E9PJX4_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	878
FGD4		E9PNX0	E9PNX0_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	235
FGD4		E9PQT1	E9PQT1_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	207
FGD4		F8VVF1	F8VVF1_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	40
FGD4		F8VWL3	F8VWL3_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	903
FGD4		F8W1R0	F8W1R0_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4	FGD4	Homo sapiens (Human)	673
FGD4		H0YDQ0	H0YDQ0_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4 (Fragment)	FGD4	Homo sapiens (Human)	65
FGD4		J3KSS3	J3KSS3_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 4 (Fragment)	FGD4	Homo sapiens (Human)	30
FGD4		L8EAP1	L8EAP1_HUMAN	unreviewed	Alternative protein FGD4	FGD4	Homo sapiens (Human)	46
FGD4		Q49A55	Q49A55_HUMAN	unreviewed	FGD4 protein	FGD4	Homo sapiens (Human)	471
FGD4		Q96M96	FGD4_HUMAN	reviewed	FYVE, RhoGEF and PH domain-containing protein 4 (Actin filament-binding protein frabin) (FGD1-related F-actin-binding protein) (Zinc finger FYVE domain-containing protein 6)	FGD4 FRABP ZFYVE6	Homo sapiens (Human)	766
FGD6		A4FVC4	A4FVC4_HUMAN	unreviewed	FGD6 protein (Fragment)	FGD6	Homo sapiens (Human)	639
FGD6		F8VQX5	F8VQX5_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 6 (Fragment)	FGD6	Homo sapiens (Human)	279
FGD6		F8VWT6	F8VWT6_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 6	FGD6	Homo sapiens (Human)	59
FGD6		F8VY01	F8VY01_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 6	FGD6	Homo sapiens (Human)	1206
FGD6		H0YI21	H0YI21_HUMAN	unreviewed	FYVE, RhoGEF and PH domain-containing protein 6 (Fragment)	FGD6	Homo sapiens (Human)	133
FGD6		Q6ZV73	FGD6_HUMAN	reviewed	FYVE, RhoGEF and PH domain-containing protein 6 (Zinc finger FYVE domain-containing protein 24)	FGD6 KIAA1362 ZFYVE24	Homo sapiens (Human)	1430
FLNA		A0A087WWY3	A0A087WWY3_HUMAN	unreviewed	Filamin-A	FLNA	Homo sapiens (Human)	2315
FLNA		A6NDY9	A6NDY9_HUMAN	unreviewed	Filamin A	FLNA	Homo sapiens (Human)	2315
FLNA		F8WE98	F8WE98_HUMAN	unreviewed	Filamin-A (Fragment)	FLNA	Homo sapiens (Human)	604
FLNA		H0Y5C6	H0Y5C6_HUMAN	unreviewed	Filamin-A (Fragment)	FLNA	Homo sapiens (Human)	281
FLNA		H0Y5F3	H0Y5F3_HUMAN	unreviewed	Filamin-A (Fragment)	FLNA	Homo sapiens (Human)	232
FLNA		H7C2E7	H7C2E7_HUMAN	unreviewed	Filamin-A (Fragment)	FLNA	Homo sapiens (Human)	90
FLNA		P21333	FLNA_HUMAN	reviewed	Filamin-A (FLN-A) (Actin-binding protein 280) (ABP-280) (Alpha-filamin) (Endothelial actin-binding protein) (Filamin-1) (Non-muscle filamin)	FLNA FLN FLN1	Homo sapiens (Human)	2647
FLNA		Q2VP91	Q2VP91_HUMAN	unreviewed	FLNA protein (Fragment)	FLNA	Homo sapiens (Human)	307
FLNA		Q5HY54	Q5HY54_HUMAN	unreviewed	Filamin-A	FLNA	Homo sapiens (Human)	2607
FLNA		Q60FE5	Q60FE5_HUMAN	unreviewed	Filamin A (Filamin-A)	FLNA	Homo sapiens (Human)	2620
FLNA		Q60FE6	Q60FE6_HUMAN	unreviewed	Filamin A	FLNA	Homo sapiens (Human)	2612
FLNA		Q6NXF2	Q6NXF2_HUMAN	unreviewed	FLNA protein (Fragment)	FLNA	Homo sapiens (Human)	983
FLNB		A0A024R321	A0A024R321_HUMAN	unreviewed	Filamin B, beta (Actin binding protein 278), isoform CRA_a	FLNB hCG_27732	Homo sapiens (Human)	2622
FLNB		A0A0A0MT44	A0A0A0MT44_HUMAN	unreviewed	Filamin-B	FLNB	Homo sapiens (Human)	195
FLNB		A0A0C4DGA1	A0A0C4DGA1_HUMAN	unreviewed	Filamin-B (Fragment)	FLNB	Homo sapiens (Human)	72
FLNB		E7EN95	E7EN95_HUMAN	unreviewed	Filamin-B	FLNB	Homo sapiens (Human)	2409
FLNB		H7C5L4	H7C5L4_HUMAN	unreviewed	Filamin-B (Fragment)	FLNB	Homo sapiens (Human)	135
FLNB		O75369	FLNB_HUMAN	reviewed	Filamin-B (FLN-B) (ABP-278) (ABP-280 homolog) (Actin-binding-like protein) (Beta-filamin) (Filamin homolog 1) (Fh1) (Filamin-3) (Thyroid autoantigen) (Truncated actin-binding protein) (Truncated ABP)	FLNB FLN1L FLN3 TABP TAP	Homo sapiens (Human)	2602
FSCN1		A0A0A0MSB2	A0A0A0MSB2_HUMAN	unreviewed	Fascin (Fragment)	FSCN1	Homo sapiens (Human)	137
FSCN1		C9JFC0	C9JFC0_HUMAN	unreviewed	Fascin (Fragment)	FSCN1	Homo sapiens (Human)	132
FSCN1		C9JPH9	C9JPH9_HUMAN	unreviewed	Fascin (Fragment)	FSCN1	Homo sapiens (Human)	120
FSCN1		Q16658	FSCN1_HUMAN	reviewed	Fascin (55 kDa actin-bundling protein) (Singed-like protein) (p55)	FSCN1 FAN1 HSN SNL	Homo sapiens (Human)	493
GEMIN4		E7EN12	E7EN12_HUMAN	unreviewed	Gem-associated protein 4	GEMIN4	Homo sapiens (Human)	184
GEMIN4		I3L1J7	I3L1J7_HUMAN	unreviewed	Gem-associated protein 4 (Fragment)	GEMIN4	Homo sapiens (Human)	70
GEMIN4		I3L2C7	I3L2C7_HUMAN	unreviewed	Gem-associated protein 4	GEMIN4	Homo sapiens (Human)	1047
GEMIN4		I3L399	I3L399_HUMAN	unreviewed	Gem-associated protein 4 (Fragment)	GEMIN4	Homo sapiens (Human)	296
GEMIN4		I3L4A4	I3L4A4_HUMAN	unreviewed	Gem-associated protein 4 (Fragment)	GEMIN4	Homo sapiens (Human)	271
GEMIN4		I3L4M4	I3L4M4_HUMAN	unreviewed	Gem-associated protein 4 (Fragment)	GEMIN4	Homo sapiens (Human)	189
GEMIN4		P57678	GEMI4_HUMAN	reviewed	Gem-associated protein 4 (Gemin-4) (Component of gems 4) (p97)	GEMIN4	Homo sapiens (Human)	1058
GEMIN4		Q8WUM5	Q8WUM5_HUMAN	unreviewed	Gem (Nuclear organelle) associated protein 4	GEMIN4	Homo sapiens (Human)	1058
GSN		A0A0A0MS51	A0A0A0MS51_HUMAN	unreviewed	Gelsolin	GSN	Homo sapiens (Human)	748
GSN		A0A0A0MT01	A0A0A0MT01_HUMAN	unreviewed	Gelsolin	GSN	Homo sapiens (Human)	767
