yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC1491	Entry	Entry name		Protein names	Gene names	Organism	Length
PTPRG		P23470	PTPRG_HUMAN	reviewed	Receptor-type tyrosine-protein phosphatase gamma (Protein-tyrosine phosphatase gamma) (R-PTP-gamma) (EC 3.1.3.48)	PTPRG PTPG	Homo sapiens (Human)	1445
PTPRG		Q49A02	Q49A02_HUMAN	unreviewed	PTPRG protein	PTPRG	Homo sapiens (Human)	80
PTPRG		Q86TJ8	Q86TJ8_HUMAN	unreviewed	PTPRG protein	PTPRG	Homo sapiens (Human)	102
PTS		E9PJM0	E9PJM0_HUMAN	unreviewed	6-pyruvoyl tetrahydrobiopterin synthase	PTS	Homo sapiens (Human)	61
PTS		E9PKY8	E9PKY8_HUMAN	unreviewed	6-pyruvoyl tetrahydrobiopterin synthase	PTS	Homo sapiens (Human)	55
PTS		E9PNN3	E9PNN3_HUMAN	unreviewed	6-pyruvoyl tetrahydrobiopterin synthase	PTS	Homo sapiens (Human)	77
PTS		Q03393	PTPS_HUMAN	reviewed	6-pyruvoyl tetrahydrobiopterin synthase (PTP synthase) (PTPS) (EC 4.2.3.12)	PTS	Homo sapiens (Human)	145
RAP1GDS1		D6RB97	D6RB97_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	158
RAP1GDS1		D6RBC6	D6RBC6_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	Homo sapiens (Human)	118
RAP1GDS1		D6RC12	D6RC12_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	Homo sapiens (Human)	38
RAP1GDS1		D6RC85	D6RC85_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1	RAP1GDS1	Homo sapiens (Human)	39
RAP1GDS1		D6REZ0	D6REZ0_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	158
RAP1GDS1		D6RHH8	D6RHH8_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	147
RAP1GDS1		D6RHZ7	D6RHZ7_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	122
RAP1GDS1		H0Y8M2	H0Y8M2_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	253
RAP1GDS1		P52306	GDS1_HUMAN	reviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Exchange factor smgGDS) (SMG GDS protein) (SMG P21 stimulatory GDP/GTP exchange protein)	RAP1GDS1	Homo sapiens (Human)	607
RAP1GDS1		U3KQJ4	U3KQJ4_HUMAN	unreviewed	Rap1 GTPase-GDP dissociation stimulator 1 (Fragment)	RAP1GDS1	Homo sapiens (Human)	101
RDH11		A0A0S2Z575	A0A0S2Z575_HUMAN	unreviewed	Retinol dehydrogenase 11 isoform 2	RDH11	Homo sapiens (Human)	237
RDH11		A0A0S2Z583	A0A0S2Z583_HUMAN	unreviewed	Retinol dehydrogenase 11 isoform 1 (Fragment)	RDH11	Homo sapiens (Human)	318
RDH11		B3KQ19	B3KQ19_HUMAN	unreviewed	Retinol dehydrogenase 11 (All-trans and 9-cis), isoform CRA_a (cDNA FLJ32633 fis, clone SYNOV2000171, highly similar to Retinol dehydrogenase 11 (EC 1.1.1.-))	RDH11 hCG_21906	Homo sapiens (Human)	188
RDH11		G3V234	G3V234_HUMAN	unreviewed	Retinol dehydrogenase 11 (Fragment)	RDH11	Homo sapiens (Human)	186
RDH11		G3V2G6	G3V2G6_HUMAN	unreviewed	Retinol dehydrogenase 11 (Fragment)	RDH11	Homo sapiens (Human)	178
RDH11		G3V3K0	G3V3K0_HUMAN	unreviewed	Retinol dehydrogenase 11	RDH11	Homo sapiens (Human)	61
RDH11		G3V510	G3V510_HUMAN	unreviewed	Retinol dehydrogenase 11	RDH11	Homo sapiens (Human)	62
RDH11		H0YJ46	H0YJ46_HUMAN	unreviewed	Retinol dehydrogenase 11 (Fragment)	RDH11	Homo sapiens (Human)	204
RDH11		Q8TC12	RDH11_HUMAN	reviewed	Retinol dehydrogenase 11 (EC 1.1.1.300) (Androgen-regulated short-chain dehydrogenase/reductase 1) (HCV core-binding protein HCBP12) (Prostate short-chain dehydrogenase/reductase 1) (Retinal reductase 1) (RalR1) (Short chain dehydrogenase/reductase family 7C member 1)	RDH11 ARSDR1 PSDR1 SDR7C1 CGI-82	Homo sapiens (Human)	318
RDH16		O75452	RDH16_HUMAN	reviewed	Retinol dehydrogenase 16 (EC 1.1.-.-) (Microsomal NAD(+)-dependent retinol dehydrogenase 4) (RoDH-4) (Short chain dehydrogenase/reductase family 9C member 8) (Sterol/retinol dehydrogenase)	RDH16 RODH4 SDR9C8	Homo sapiens (Human)	317
REEP6		A0A1L5BXV2	A0A1L5BXV2_HUMAN	unreviewed	Receptor expression-enhancing protein	REEP6	Homo sapiens (Human)	184
REEP6		A8MWX0	A8MWX0_HUMAN	unreviewed	Receptor expression-enhancing protein (Fragment)	REEP6	Homo sapiens (Human)	150
REEP6		A8MXN1	A8MXN1_HUMAN	unreviewed	Receptor expression-enhancing protein (Fragment)	REEP6	Homo sapiens (Human)	139
REEP6		Q96HR9	REEP6_HUMAN	reviewed	Receptor expression-enhancing protein 6 (Polyposis locus protein 1-like 1)	REEP6 C19orf32 DP1L1	Homo sapiens (Human)	211
RETSAT		H0YGU3	H0YGU3_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	140
RETSAT		H7BZ16	H7BZ16_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	255
RETSAT		H7BZ81	H7BZ81_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	320
RETSAT		H7C3J0	H7C3J0_HUMAN	unreviewed	All-trans-retinol 13,14-reductase (Fragment)	RETSAT	Homo sapiens (Human)	399
RETSAT		I0EZ74	I0EZ74_HUMAN	unreviewed	Retinol saturase (Fragment)	RETSAT	Homo sapiens (Human)	123
RETSAT		Q6NUM9	RETST_HUMAN	reviewed	All-trans-retinol 13,14-reductase (EC 1.3.99.23) (All-trans-13,14-dihydroretinol saturase) (RetSat) (PPAR-alpha-regulated and starvation-induced gene protein)	RETSAT PPSIG UNQ439/PRO872	Homo sapiens (Human)	610
S100A10		D3DV26	D3DV26_HUMAN	unreviewed	S100 calcium binding protein A10 (Annexin II ligand, calpactin I, light polypeptide (P11)), isoform CRA_b (Fragment)	S100A10 hCG_16920	Homo sapiens (Human)	205
S100A10		P60903	S10AA_HUMAN	reviewed	Protein S100-A10 (Calpactin I light chain) (Calpactin-1 light chain) (Cellular ligand of annexin II) (S100 calcium-binding protein A10) (p10 protein) (p11)	S100A10 ANX2LG CAL1L CLP11	Homo sapiens (Human)	97
S100A10		Q6FGE5	Q6FGE5_HUMAN	unreviewed	S100A10 protein (Fragment)	S100A10	Homo sapiens (Human)	97
SDHA		A0A024QZ30	A0A024QZ30_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	SDHA hCG_1639814	Homo sapiens (Human)	664
SDHA		A0A087X1I3	A0A087X1I3_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	Homo sapiens (Human)	519
SDHA		D6REB7	D6REB7_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	Homo sapiens (Human)	89
SDHA		D6RFM5	D6RFM5_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1)	SDHA	Homo sapiens (Human)	583
SDHA		H0Y8S2	H0Y8S2_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment)	SDHA	Homo sapiens (Human)	101
SDHA		H0Y8X1	H0Y8X1_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (Fragment)	SDHA	Homo sapiens (Human)	126
SDHA		P31040	SDHA_HUMAN	reviewed	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial (EC 1.3.5.1) (Flavoprotein subunit of complex II) (Fp)	SDHA SDH2 SDHF	Homo sapiens (Human)	664
SDHA		Q0QF12	Q0QF12_HUMAN	unreviewed	Succinate dehydrogenase (quinone) (EC 1.3.5.1) (Fragment)	SDHA	Homo sapiens (Human)	550
SDHC		A0A087WZU7	A0A087WZU7_HUMAN	unreviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Fragment)	SDHC	Homo sapiens (Human)	32
SDHC		A0A0S2Z4B0	A0A0S2Z4B0_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 4 (Fragment)	SDHC	Homo sapiens (Human)	95
SDHC		A0A0S2Z4B6	A0A0S2Z4B6_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 3 (Fragment)	SDHC	Homo sapiens (Human)	114
SDHC		A0A0S2Z4B7	A0A0S2Z4B7_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 1 (Fragment)	SDHC	Homo sapiens (Human)	169
SDHC		A0A0S2Z4C9	A0A0S2Z4C9_HUMAN	unreviewed	Succinate dehydrogenase complex subunit C integral membrane protein 15kDa isoform 2 (Fragment)	SDHC	Homo sapiens (Human)	116
SDHC		D3DVH1	D3DVH1_HUMAN	unreviewed	Succinate dehydrogenase complex, subunit C, integral membrane protein, 15kDa, isoform CRA_a	SDHC hCG_1995943	Homo sapiens (Human)	105
SDHC		D6RBX6	D6RBX6_HUMAN	unreviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial	SDHC	Homo sapiens (Human)	67
SDHC		Q6IAQ2	Q6IAQ2_HUMAN	unreviewed	SDHC protein	SDHC	Homo sapiens (Human)	169
SDHC		Q99643	C560_HUMAN	reviewed	Succinate dehydrogenase cytochrome b560 subunit, mitochondrial (Integral membrane protein CII-3) (QPs-1) (QPs1) (Succinate dehydrogenase complex subunit C) (Succinate-ubiquinone oxidoreductase cytochrome B large subunit) (CYBL)	SDHC CYB560 SDH3	Homo sapiens (Human)	169
SDHD		A0A0S2Z4H7	A0A0S2Z4H7_HUMAN	unreviewed	Succinate dehydrogenase complex subunit D integral membrane protein isoform 2	SDHD	Homo sapiens (Human)	85
SDHD		A0A0S2Z4J3	A0A0S2Z4J3_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment)	SDHD	Homo sapiens (Human)	159
SDHD		E9PK73	E9PK73_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	SDHD	Homo sapiens (Human)	131
SDHD		G3V173	G3V173_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit	SDHD hCG_2032955	Homo sapiens (Human)	104
SDHD		H0YD41	H0YD41_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment)	SDHD	Homo sapiens (Human)	101
SDHD		H0YD96	H0YD96_HUMAN	unreviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit (Fragment)	SDHD	Homo sapiens (Human)	55
SDHD		O14521	DHSD_HUMAN	reviewed	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial (CybS) (CII-4) (QPs3) (Succinate dehydrogenase complex subunit D) (Succinate-ubiquinone oxidoreductase cytochrome b small subunit) (Succinate-ubiquinone reductase membrane anchor subunit)	SDHD SDH4	Homo sapiens (Human)	159
SERINC1		Q9NRX5	SERC1_HUMAN	reviewed	Serine incorporator 1 (Tumor differentially expressed protein 1-like) (Tumor differentially expressed protein 2)	SERINC1 KIAA1253 TDE1L TDE2 UNQ396/PRO732	Homo sapiens (Human)	453
SETD8		E3VVS3	E3VVS3_HUMAN	unreviewed	Histone-lysine N-methyltransferase (EC 2.1.1.43)	SETD8	Homo sapiens (Human)	322
SETD8		Q9NQR1	KMT5A_HUMAN	reviewed	N-lysine methyltransferase KMT5A (EC 2.1.1.-) (H4-K20-HMTase KMT5A) (Histone-lysine N-methyltransferase KMT5A) (EC 2.1.1.43) (Lysine N-methyltransferase 5A) (Lysine-specific methylase 5A) (PR/SET domain-containing protein 07) (PR-Set7) (PR/SET07) (SET domain-containing protein 8)	KMT5A PRSET7 SET07 SET8 SETD8	Homo sapiens (Human)	393
SLC22A5		F8WCC9	F8WCC9_HUMAN	unreviewed	Solute carrier family 22 member 5	SLC22A5	Homo sapiens (Human)	141
SLC22A5		H7BZC0	H7BZC0_HUMAN	unreviewed	Solute carrier family 22 member 5 (Fragment)	SLC22A5	Homo sapiens (Human)	240
SLC22A5		H7BZF0	H7BZF0_HUMAN	unreviewed	Solute carrier family 22 member 5 (Fragment)	SLC22A5	Homo sapiens (Human)	37
SLC22A5		H7C1R8	H7C1R8_HUMAN	unreviewed	Solute carrier family 22 member 5 (Fragment)	SLC22A5	Homo sapiens (Human)	136
SLC22A5		O76082	S22A5_HUMAN	reviewed	Solute carrier family 22 member 5 (High-affinity sodium-dependent carnitine cotransporter) (Organic cation/carnitine transporter 2)	SLC22A5 OCTN2	Homo sapiens (Human)	557
SMS		H7C2R7	H7C2R7_HUMAN	unreviewed	Spermine synthase (Fragment)	SMS	Homo sapiens (Human)	311
SMS		P52788	SPSY_HUMAN	reviewed	Spermine synthase (SPMSY) (EC 2.5.1.22) (Spermidine aminopropyltransferase)	SMS	Homo sapiens (Human)	366
SUCLA2		A0A0S2Z511	A0A0S2Z511_HUMAN	unreviewed	Succinate-CoA ligase ADP-forming beta subunit isoform 2 (Fragment)	SUCLA2	Homo sapiens (Human)	315
SUCLA2		A0A0U1RQF8	A0A0U1RQF8_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial	SUCLA2	Homo sapiens (Human)	191
SUCLA2		A0A0U1RQL1	A0A0U1RQL1_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment)	SUCLA2	Homo sapiens (Human)	80
SUCLA2		A0A0U1RQU7	A0A0U1RQU7_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment)	SUCLA2	Homo sapiens (Human)	136
SUCLA2		A0A0U1RRI1	A0A0U1RRI1_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment)	SUCLA2	Homo sapiens (Human)	104
SUCLA2		B4DRV2	B4DRV2_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	405
SUCLA2		B7ZAF6	B7ZAF6_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2 hCG_30751	Homo sapiens (Human)	405
SUCLA2		E5KS55	E5KS55_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
SUCLA2		E5KS60	E5KS60_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
SUCLA2		Q5T9Q5	Q5T9Q5_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment)	SUCLA2	Homo sapiens (Human)	298
SUCLA2		Q5T9Q8	Q5T9Q8_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (Fragment)	SUCLA2	Homo sapiens (Human)	154
SUCLA2		Q7Z503	Q7Z503_HUMAN	unreviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	403
SUCLA2		Q9P2R7	SUCB1_HUMAN	reviewed	Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial (EC 6.2.1.5) (ATP-specific succinyl-CoA synthetase subunit beta) (A-SCS) (Succinyl-CoA synthetase beta-A chain) (SCS-betaA)	SUCLA2	Homo sapiens (Human)	463
SUCLG1		A8K4W7	A8K4W7_HUMAN	unreviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	333
SUCLG1		B2R8A1	B2R8A1_HUMAN	unreviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	333
SUCLG1		H7C233	H7C233_HUMAN	unreviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (Fragment)	SUCLG1	Homo sapiens (Human)	105
SUCLG1		P53597	SUCA_HUMAN	reviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1	Homo sapiens (Human)	346
SUCLG1		Q6IAL5	Q6IAL5_HUMAN	unreviewed	Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial (EC 6.2.1.4) (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha)	SUCLG1 tmp_locus_1	Homo sapiens (Human)	333
SUCLG2		A0A024R325	A0A024R325_HUMAN	unreviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	SUCLG2 hCG_16326	Homo sapiens (Human)	432
SUCLG2		E9PDQ8	E9PDQ8_HUMAN	unreviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial	SUCLG2	Homo sapiens (Human)	379
SUCLG2		H0Y852	H0Y852_HUMAN	unreviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (Fragment)	SUCLG2	Homo sapiens (Human)	190
SUCLG2		Q3ZCW5	Q3ZCW5_HUMAN	unreviewed	Succinate-CoA ligase subunit beta (EC 6.2.1.-) (Fragment)	SUCLG2	Homo sapiens (Human)	362
SUCLG2		Q96I99	SUCB2_HUMAN	reviewed	Succinate--CoA ligase [GDP-forming] subunit beta, mitochondrial (EC 6.2.1.4) (GTP-specific succinyl-CoA synthetase subunit beta) (G-SCS) (GTPSCS) (Succinyl-CoA synthetase beta-G chain) (SCS-betaG)	SUCLG2	Homo sapiens (Human)	432
TDO2		D6RA50	D6RA50_HUMAN	unreviewed	Tryptophan 2,3-dioxygenase (Fragment)	TDO2	Homo sapiens (Human)	65
TDO2		D6RB68	D6RB68_HUMAN	unreviewed	Tryptophan 2,3-dioxygenase (Fragment)	TDO2	Homo sapiens (Human)	49
TDO2		P48775	T23O_HUMAN	reviewed	Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)	TDO2 TDO	Homo sapiens (Human)	406
TP53INP2		Q5JX65	Q5JX65_HUMAN	unreviewed	Tumor protein p53-inducible nuclear protein 2 (Fragment)	TP53INP2	Homo sapiens (Human)	88
TP53INP2		Q5JX66	Q5JX66_HUMAN	unreviewed	Tumor protein p53-inducible nuclear protein 2 (Fragment)	TP53INP2	Homo sapiens (Human)	77
TP53INP2		Q8IXH6	T53I2_HUMAN	reviewed	Tumor protein p53-inducible nuclear protein 2 (Diabetes and obesity-regulated gene) (p53-inducible protein U) (PIG-U)	TP53INP2 C20orf110 DOR PINH	Homo sapiens (Human)	220
UBE2L6		E9PKW8	E9PKW8_HUMAN	unreviewed	Ubiquitin/ISG15-conjugating enzyme E2 L6 (Fragment)	UBE2L6	Homo sapiens (Human)	65
UBE2L6		E9PQT7	E9PQT7_HUMAN	unreviewed	Ubiquitin/ISG15-conjugating enzyme E2 L6 (Fragment)	UBE2L6	Homo sapiens (Human)	127
UBE2L6		O14933	UB2L6_HUMAN	reviewed	Ubiquitin/ISG15-conjugating enzyme E2 L6 (EC 2.3.2.23) (E2 ubiquitin-conjugating enzyme L6) (Retinoic acid-induced gene B protein) (RIG-B) (UbcH8) (Ubiquitin carrier protein L6) (Ubiquitin-protein ligase L6)	UBE2L6 UBCH8	Homo sapiens (Human)	153
UGDH		D6RHF4	D6RHF4_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase (Fragment)	UGDH	Homo sapiens (Human)	53
UGDH		E7ER83	E7ER83_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase (Fragment)	UGDH	Homo sapiens (Human)	130
UGDH		E7ER95	E7ER95_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase (Fragment)	UGDH	Homo sapiens (Human)	84
UGDH		E7ETF4	E7ETF4_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase (Fragment)	UGDH	Homo sapiens (Human)	153
UGDH		E7EV97	E7EV97_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase (Fragment)	UGDH	Homo sapiens (Human)	181
UGDH		E9PBD2	E9PBD2_HUMAN	unreviewed	UDP-glucose 6-dehydrogenase	UGDH	Homo sapiens (Human)	55
UGDH		L8E902	L8E902_HUMAN	unreviewed	Alternative protein UGDH	UGDH	Homo sapiens (Human)	62
UGDH		O60701	UGDH_HUMAN	reviewed	UDP-glucose 6-dehydrogenase (UDP-Glc dehydrogenase) (UDP-GlcDH) (UDPGDH) (EC 1.1.1.22)	UGDH	Homo sapiens (Human)	494
UROD		A0A1B0GVN9	A0A1B0GVN9_HUMAN	unreviewed	Uroporphyrinogen decarboxylase (EC 4.1.1.37)	UROD	Homo sapiens (Human)	298
UROD		A0A1B0GVZ4	A0A1B0GVZ4_HUMAN	unreviewed	Uroporphyrinogen decarboxylase	UROD	Homo sapiens (Human)	321
UROD		H0Y5R6	H0Y5R6_HUMAN	unreviewed	Uroporphyrinogen decarboxylase (Fragment)	UROD	Homo sapiens (Human)	228
UROD		P06132	DCUP_HUMAN	reviewed	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	UROD	Homo sapiens (Human)	367
UROD		Q5T446	Q5T446_HUMAN	unreviewed	Uroporphyrinogen decarboxylase (Fragment)	UROD	Homo sapiens (Human)	193
UROD		Q71UD4	Q71UD4_HUMAN	unreviewed	Uroporphyrinogen decarboxylase (Fragment)	UROD	Homo sapiens (Human)	109
UROD		Q71UD5	Q71UD5_HUMAN	unreviewed	Uroporphyrinogen decarboxylase (Fragment)	UROD	Homo sapiens (Human)	100
UROS		A0A087WUV7	A0A087WUV7_HUMAN	unreviewed	Uroporphyrinogen-III synthase (Fragment)	UROS	Homo sapiens (Human)	110
UROS		A0A087WZB7	A0A087WZB7_HUMAN	unreviewed	Uroporphyrinogen-III synthase (Fragment)	UROS	Homo sapiens (Human)	68
UROS		A0A087X021	A0A087X021_HUMAN	unreviewed	Uroporphyrinogen-III synthase (Fragment)	UROS	Homo sapiens (Human)	122
UROS		A0A0S2Z4T8	A0A0S2Z4T8_HUMAN	unreviewed	Uroporphyrinogen III synthase isoform 1 (Fragment)	UROS	Homo sapiens (Human)	265
UROS		A0A0S2Z5C5	A0A0S2Z5C5_HUMAN	unreviewed	Uroporphyrinogen III synthase isoform 2 (Fragment)	UROS	Homo sapiens (Human)	238
UROS		P10746	HEM4_HUMAN	reviewed	Uroporphyrinogen-III synthase (UROIIIS) (UROS) (EC 4.2.1.75) (Hydroxymethylbilane hydrolyase [cyclizing]) (Uroporphyrinogen-III cosynthase)	UROS	Homo sapiens (Human)	265
UROS		Q5T3L7	Q5T3L7_HUMAN	unreviewed	Uroporphyrinogen-III synthase	UROS	Homo sapiens (Human)	133
UROS		Q5T3L8	Q5T3L8_HUMAN	unreviewed	Uroporphyrinogen III synthase (Congenital erythropoietic porphyria), isoform CRA_c (Uroporphyrinogen-III synthase)	UROS hCG_1727047	Homo sapiens (Human)	139
UROS		Q5T3L9	Q5T3L9_HUMAN	unreviewed	Uroporphyrinogen-III synthase (Fragment)	UROS	Homo sapiens (Human)	185
UROS		Q9BT54	Q9BT54_HUMAN	unreviewed	UROS protein (Fragment)	UROS	Homo sapiens (Human)	36
VNN1		O95497	VNN1_HUMAN	reviewed	Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Tiff66) (Vascular non-inflammatory molecule 1) (Vanin-1)	VNN1	Homo sapiens (Human)	513
YWHAH		A0A024R1K7	A0A024R1K7_HUMAN	unreviewed	Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein, eta polypeptide, isoform CRA_b	YWHAH hCG_41511	Homo sapiens (Human)	246
YWHAH		A2IDB1	A2IDB1_HUMAN	unreviewed	14-3-3 protein eta	YWHAH	Homo sapiens (Human)	72
YWHAH		A2IDB2	A2IDB2_HUMAN	unreviewed	14-3-3 protein eta (Fragment)	YWHAH	Homo sapiens (Human)	162
YWHAH		F8WEB6	F8WEB6_HUMAN	unreviewed	14-3-3 protein eta	YWHAH	Homo sapiens (Human)	39
YWHAH		Q04917	1433F_HUMAN	reviewed	14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	Homo sapiens (Human)	246
