yourlist:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	isomap:M2017042783C3DD8CE55183C76102DC5D3A26728BCDC10BW	Entry	Entry name		Protein names	Gene names	Organism	Length
NASP		H0YDS9	H0YDS9_HUMAN	unreviewed	Nuclear autoantigenic sperm protein (Fragment)	NASP	Homo sapiens (Human)	175
NASP		H0YF33	H0YF33_HUMAN	unreviewed	Nuclear autoantigenic sperm protein (Fragment)	NASP	Homo sapiens (Human)	288
NASP		P49321	NASP_HUMAN	reviewed	Nuclear autoantigenic sperm protein (NASP)	NASP	Homo sapiens (Human)	788
NASP		Q5T624	Q5T624_HUMAN	unreviewed	Nuclear autoantigenic sperm protein	NASP	Homo sapiens (Human)	422
NASP		Q5T626	Q5T626_HUMAN	unreviewed	Nuclear autoantigenic sperm protein (Histone-binding) (Nuclear autoantigenic sperm protein (Histone-binding), isoform CRA_a)	NASP hCG_40880	Homo sapiens (Human)	449
NASP		Q6PJY7	Q6PJY7_HUMAN	unreviewed	NASP protein (Fragment)	NASP	Homo sapiens (Human)	499
NASP		Q9P1N1	Q9P1N1_HUMAN	unreviewed	Nuclear autoantigenic sperm protein (Histone-binding), isoform CRA_b (PRO1999)	NASP hCG_40880	Homo sapiens (Human)	318
NDST3		O95803	NDST3_HUMAN	reviewed	Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 3 (EC 2.8.2.8) (Glucosaminyl N-deacetylase/N-sulfotransferase 3) (NDST-3) (hNDST-3) (N-heparan sulfate sulfotransferase 3) (N-HSST 3) [Includes: Heparan sulfate N-deacetylase 3 (EC 3.-.-.-); Heparan sulfate N-sulfotransferase 3 (EC 2.8.2.-)]	NDST3 HSST3 UNQ2544/PRO4998	Homo sapiens (Human)	873
NDUFV3		P56181	NDUV3_HUMAN	reviewed	NADH dehydrogenase [ubiquinone] flavoprotein 3, mitochondrial (Complex I-9kD) (CI-9kD) (NADH-ubiquinone oxidoreductase 9 kDa subunit) (Renal carcinoma antigen NY-REN-4)	NDUFV3	Homo sapiens (Human)	108
NOL3		H3BM67	H3BM67_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	138
NOL3		H3BQJ5	H3BQJ5_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	216
NOL3		H3BUN4	H3BUN4_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	206
NOL3		H3BUP2	H3BUP2_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	174
NOL3		J3QLS5	J3QLS5_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	106
NOL3		J3QLT7	J3QLT7_HUMAN	unreviewed	Nucleolar protein 3 (Fragment)	NOL3	Homo sapiens (Human)	131
NOL3		O60936	NOL3_HUMAN	reviewed	Nucleolar protein 3 (Apoptosis repressor with CARD) (Muscle-enriched cytoplasmic protein) (Myp) (Nucleolar protein of 30 kDa) (Nop30)	NOL3 ARC NOP	Homo sapiens (Human)	208
NOL3		Q5TZN6	Q5TZN6_HUMAN	unreviewed	Nucleolar protein 3 (Apoptosis repressor with CARD domain) (Nucleolar protein 3 (Apoptosis repressor with CARD domain), isoform CRA_b) (cDNA, FLJ95803, Homo sapiens nucleolar protein 3 (apoptosis repressor with CARD domain) (NOL3), mRNA)	NOL3 hCG_28817	Homo sapiens (Human)	208
NSDHL		C9JDR0	C9JDR0_HUMAN	unreviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (Fragment)	NSDHL	Homo sapiens (Human)	254
NSDHL		Q15738	NSDHL_HUMAN	reviewed	Sterol-4-alpha-carboxylate 3-dehydrogenase, decarboxylating (EC 1.1.1.170) (Protein H105e3)	NSDHL H105E3	Homo sapiens (Human)	373
NT5E		H0Y3X5	H0Y3X5_HUMAN	unreviewed	5'-nucleotidase (Fragment)	NT5E	Homo sapiens (Human)	179
NT5E		H0Y7R7	H0Y7R7_HUMAN	unreviewed	5'-nucleotidase (Fragment)	NT5E	Homo sapiens (Human)	230
NT5E		P21589	5NTD_HUMAN	reviewed	5'-nucleotidase (5'-NT) (EC 3.1.3.5) (Ecto-5'-nucleotidase) (CD antigen CD73)	NT5E NT5 NTE	Homo sapiens (Human)	574
NT5E		Q53Z63	Q53Z63_HUMAN	unreviewed	5'-nucleotidase (EC 3.1.3.5) (5'-nucleotidase, ecto (CD73), isoform CRA_a) (Ecto-5'-nucleotidase)	NT5E hCG_401111	Homo sapiens (Human)	574
NT5E		Q6NZX3	Q6NZX3_HUMAN	unreviewed	5'-nucleotidase, ecto (CD73)	NT5E	Homo sapiens (Human)	574
NT5E		Q96B60	Q96B60_HUMAN	unreviewed	5'-nucleotidase (5'-nucleotidase, ecto (CD73), isoform CRA_c) (NT5E protein)	NT5E hCG_401111	Homo sapiens (Human)	264
P4HA1		P13674	P4HA1_HUMAN	reviewed	Prolyl 4-hydroxylase subunit alpha-1 (4-PH alpha-1) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-1)	P4HA1 P4HA	Homo sapiens (Human)	534
P4HA1		Q5VSQ6	Q5VSQ6_HUMAN	unreviewed	Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I variant (Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I, isoform CRA_a) (Procollagen-proline, 2-oxoglutarate 4-dioxygenase (Proline 4-hydroxylase), alpha polypeptide I, isoform CRA_b) (Fragment)	P4HA1 hCG_19276	Homo sapiens (Human)	534
P4HA2		A8MXE0	A8MXE0_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	167
P4HA2		C9JCP0	C9JCP0_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	146
P4HA2		C9JFJ1	C9JFJ1_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	50
P4HA2		C9JIG4	C9JIG4_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	114
P4HA2		C9JN43	C9JN43_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	101
P4HA2		C9JX45	C9JX45_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	153
P4HA2		E7ENX0	E7ENX0_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	204
P4HA2		E7EPI9	E7EPI9_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	236
P4HA2		E7ERI1	E7ERI1_HUMAN	unreviewed	Prolyl 4-hydroxylase subunit alpha-2 (Fragment)	P4HA2	Homo sapiens (Human)	184
P4HA2		O15460	P4HA2_HUMAN	reviewed	Prolyl 4-hydroxylase subunit alpha-2 (4-PH alpha-2) (EC 1.14.11.2) (Procollagen-proline,2-oxoglutarate-4-dioxygenase subunit alpha-2)	P4HA2 UNQ290/PRO330	Homo sapiens (Human)	535
P4HA2		Q05DA4	Q05DA4_HUMAN	unreviewed	p4HA2 protein	P4HA2	Homo sapiens (Human)	504
PAM		D6R961	D6R961_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	28
PAM		D6RAQ2	D6RAQ2_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	42
PAM		D6RCD5	D6RCD5_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	53
PAM		D6RDU2	D6RDU2_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	25
PAM		D6RF09	D6RF09_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	29
PAM		D6RG20	D6RG20_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	68
PAM		F8W8D9	F8W8D9_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase	PAM	Homo sapiens (Human)	175
PAM		H0Y9I4	H0Y9I4_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	250
PAM		H7BYD9	H7BYD9_HUMAN	unreviewed	Peptidyl-glycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	679
PAM		P19021	AMD_HUMAN	reviewed	Peptidyl-glycine alpha-amidating monooxygenase (PAM) [Includes: Peptidylglycine alpha-hydroxylating monooxygenase (PHM) (EC 1.14.17.3); Peptidyl-alpha-hydroxyglycine alpha-amidating lyase (EC 4.3.2.5) (Peptidylamidoglycolate lyase) (PAL)]	PAM	Homo sapiens (Human)	973
PAM		Q7KYY0	Q7KYY0_HUMAN	unreviewed	Peptidylglycine alpha-amidating monooxygenase (Fragment)	PAM	Homo sapiens (Human)	21
PAXIP1		F8WC23	F8WC23_HUMAN	unreviewed	PAX-interacting protein 1	PAXIP1	Homo sapiens (Human)	147
PAXIP1		H7BZI8	H7BZI8_HUMAN	unreviewed	PAX-interacting protein 1 (Fragment)	PAXIP1	Homo sapiens (Human)	173
PAXIP1		Q6ZW49	PAXI1_HUMAN	reviewed	PAX-interacting protein 1 (PAX transactivation activation domain-interacting protein)	PAXIP1 PAXIP1L PTIP CAGF28	Homo sapiens (Human)	1069
PC		A0A024R5C5	A0A024R5C5_HUMAN	unreviewed	Pyruvate carboxylase (EC 6.4.1.1)	PC hCG_20121	Homo sapiens (Human)	1178
PC		E9PRE7	E9PRE7_HUMAN	unreviewed	Pyruvate carboxylase, mitochondrial	PC	Homo sapiens (Human)	489
PC		E9PS68	E9PS68_HUMAN	unreviewed	Pyruvate carboxylase, mitochondrial	PC	Homo sapiens (Human)	298
PC		L8E6S8	L8E6S8_HUMAN	unreviewed	Alternative protein PC	PC	Homo sapiens (Human)	57
PC		P11498	PYC_HUMAN	reviewed	Pyruvate carboxylase, mitochondrial (EC 6.4.1.1) (Pyruvic carboxylase) (PCB)	PC	Homo sapiens (Human)	1178
PDK3		Q15120	PDK3_HUMAN	reviewed	[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 3, mitochondrial (EC 2.7.11.2) (Pyruvate dehydrogenase kinase isoform 3)	PDK3 PDHK3	Homo sapiens (Human)	406
PFKFB1		I1Z9G3	I1Z9G3_HUMAN	unreviewed	6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 1 splice variant 3 (EC 3.1.3.46) (6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1)	PFKFB1	Homo sapiens (Human)	244
PFKFB1		I1Z9G4	I1Z9G4_HUMAN	unreviewed	6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 1 splice variant 2 (EC 3.1.3.46)	PFKFB1	Homo sapiens (Human)	449
PFKFB1		P16118	F261_HUMAN	reviewed	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (6PF-2-K/Fru-2,6-P2ase 1) (PFK/FBPase 1) (6PF-2-K/Fru-2,6-P2ase liver isozyme) [Includes: 6-phosphofructo-2-kinase (EC 2.7.1.105); Fructose-2,6-bisphosphatase (EC 3.1.3.46)]	PFKFB1 F6PK PFRX	Homo sapiens (Human)	471
PFKFB1		Q4VBA8	Q4VBA8_HUMAN	unreviewed	6-phosphofructo-2-kinase/fructose-2, 6-biphosphatase 1	PFKFB1	Homo sapiens (Human)	471
PFKFB1		Q4VBA9	Q4VBA9_HUMAN	unreviewed	6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1 (PFKFB1 protein)	PFKFB1	Homo sapiens (Human)	271
PFKP		B1APP6	B1APP6_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	240
PFKP		B1APP8	B1APP8_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (cDNA FLJ40373 fis, clone TESTI2035003, highly similar to 6-phosphofructokinase type C (EC 2.7.1.11))	PFKP	Homo sapiens (Human)	202
PFKP		H0Y3Y3	H0Y3Y3_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	166
PFKP		H0Y757	H0Y757_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	103
PFKP		Q01813	PFKAP_HUMAN	reviewed	ATP-dependent 6-phosphofructokinase, platelet type (ATP-PFK) (PFK-P) (EC 2.7.1.11) (6-phosphofructokinase type C) (Phosphofructo-1-kinase isozyme C) (PFK-C) (Phosphohexokinase)	PFKP PFKF	Homo sapiens (Human)	784
PFKP		Q49A78	Q49A78_HUMAN	unreviewed	PFKP protein	PFKP	Homo sapiens (Human)	202
PFKP		Q5VSR5	Q5VSR5_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	210
PFKP		V9GY25	V9GY25_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	118
PFKP		V9GYV7	V9GYV7_HUMAN	unreviewed	ATP-dependent 6-phosphofructokinase, platelet type (Fragment)	PFKP	Homo sapiens (Human)	113
PGAM1		P18669	PGAM1_HUMAN	reviewed	Phosphoglycerate mutase 1 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 1) (Phosphoglycerate mutase isozyme B) (PGAM-B)	PGAM1 PGAMA CDABP0006	Homo sapiens (Human)	254
PGAM1		Q0D2Q6	Q0D2Q6_HUMAN	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4)	PGAM1	Homo sapiens (Human)	254
PGAM1		Q6FHK8	Q6FHK8_HUMAN	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4)	PGAM1	Homo sapiens (Human)	254
PGAM1		Q6FHU2	Q6FHU2_HUMAN	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4) (Fragment)	PGAM1 HEL-S-35 hCG_2015269 hCG_25778	Homo sapiens (Human)	254
PGAM1		Q6P6D7	Q6P6D7_HUMAN	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4)	PGAM1	Homo sapiens (Human)	254
PGAM2		A4D2J6	A4D2J6_HUMAN	unreviewed	Phosphoglycerate mutase (EC 5.4.2.11) (EC 5.4.2.4)	PGAM2 tcag7.794	Homo sapiens (Human)	252
PGAM2		P15259	PGAM2_HUMAN	reviewed	Phosphoglycerate mutase 2 (EC 5.4.2.11) (EC 5.4.2.4) (BPG-dependent PGAM 2) (Muscle-specific phosphoglycerate mutase) (Phosphoglycerate mutase isozyme M) (PGAM-M)	PGAM2 PGAMM	Homo sapiens (Human)	253
PGK1		P00558	PGK1_HUMAN	reviewed	Phosphoglycerate kinase 1 (EC 2.7.2.3) (Cell migration-inducing gene 10 protein) (Primer recognition protein 2) (PRP 2)	PGK1 PGKA MIG10 OK/SW-cl.110	Homo sapiens (Human)	417
PGLS		A0A0K0K1K7	A0A0K0K1K7_HUMAN	unreviewed	6-phosphogluconolactonase, isoform CRA_b (Epididymis secretory protein Li 304)	HEL-S-304 PGLS hCG_1778174	Homo sapiens (Human)	258
PGLS		M0R0U3	M0R0U3_HUMAN	unreviewed	6-phosphogluconolactonase	PGLS	Homo sapiens (Human)	179
PGLS		M0R1L2	M0R1L2_HUMAN	unreviewed	6-phosphogluconolactonase (Fragment)	PGLS	Homo sapiens (Human)	147
PGLS		M0R261	M0R261_HUMAN	unreviewed	6-phosphogluconolactonase (Fragment)	PGLS	Homo sapiens (Human)	216
PGLS		O95336	6PGL_HUMAN	reviewed	6-phosphogluconolactonase (6PGL) (EC 3.1.1.31)	PGLS	Homo sapiens (Human)	258
PGM2		E7ENQ8	E7ENQ8_HUMAN	unreviewed	Phosphoglucomutase-2	PGM2	Homo sapiens (Human)	195
PGM2		E9PD70	E9PD70_HUMAN	unreviewed	Phosphoglucomutase-2	PGM2	Homo sapiens (Human)	86
PGM2		H0Y921	H0Y921_HUMAN	unreviewed	Phosphoglucomutase-2 (Fragment)	PGM2	Homo sapiens (Human)	59
PGM2		Q96G03	PGM2_HUMAN	reviewed	Phosphoglucomutase-2 (PGM 2) (EC 5.4.2.2) (Glucose phosphomutase 2) (Phosphodeoxyribomutase) (Phosphopentomutase) (EC 5.4.2.7)	PGM2 MSTP006	Homo sapiens (Human)	612
PHKA2		O60912	O60912_HUMAN	unreviewed	Phosphorylase kinase alpha-subunit (EC 2.7.1.38) (Fragment)	PHKA2	Homo sapiens (Human)	10
PHKA2		P46019	KPB2_HUMAN	reviewed	Phosphorylase b kinase regulatory subunit alpha, liver isoform (Phosphorylase kinase alpha L subunit)	PHKA2 PHKLA PYK	Homo sapiens (Human)	1235
PKM2		A0A024R5Z9	A0A024R5Z9_HUMAN	unreviewed	Pyruvate kinase (EC 2.7.1.40)	PKM2 hCG_2005199	Homo sapiens (Human)	531
PKM2		A0A024R609	A0A024R609_HUMAN	unreviewed	Pyruvate kinase (EC 2.7.1.40)	PKM2 hCG_2005199	Homo sapiens (Human)	345
PKM2		P14618	KPYM_HUMAN	reviewed	Pyruvate kinase PKM (EC 2.7.1.40) (Cytosolic thyroid hormone-binding protein) (CTHBP) (Opa-interacting protein 3) (OIP-3) (Pyruvate kinase 2/3) (Pyruvate kinase muscle isozyme) (Thyroid hormone-binding protein 1) (THBP1) (Tumor M2-PK) (p58)	PKM OIP3 PK2 PK3 PKM2	Homo sapiens (Human)	531
PKM2		Q504U3	Q504U3_HUMAN	unreviewed	Pyruvate kinase (EC 2.7.1.40)	PKM2	Homo sapiens (Human)	366
PKM2		Q8WUW7	Q8WUW7_HUMAN	unreviewed	Pyruvate kinase (EC 2.7.1.40) (Fragment)	PKM2	Homo sapiens (Human)	343
PKP2		A0A087WXY2	A0A087WXY2_HUMAN	unreviewed	Plakophilin-2 (Fragment)	PKP2	Homo sapiens (Human)	36
PKP2		B8QGS8	B8QGS8_HUMAN	unreviewed	Truncated plakophilin-2	PKP2	Homo sapiens (Human)	83
PKP2		B8QGS9	B8QGS9_HUMAN	unreviewed	Truncated plakophilin-2	PKP2	Homo sapiens (Human)	824
PKP2		Q99959	PKP2_HUMAN	reviewed	Plakophilin-2	PKP2	Homo sapiens (Human)	881
PLOD1		A0A024R4H0	A0A024R4H0_HUMAN	unreviewed	Procollagen-lysine 1, 2-oxoglutarate 5-dioxygenase 1, isoform CRA_a	PLOD1 hCG_25059	Homo sapiens (Human)	727
PLOD1		Q02809	PLOD1_HUMAN	reviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (EC 1.14.11.4) (Lysyl hydroxylase 1) (LH1)	PLOD1 LLH PLOD	Homo sapiens (Human)	727
PLOD1		Q5JXB7	Q5JXB7_HUMAN	unreviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (Fragment)	PLOD1	Homo sapiens (Human)	283
PLOD1		Q5JXB8	Q5JXB8_HUMAN	unreviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1 (Fragment)	PLOD1	Homo sapiens (Human)	225
PLOD2		C9JXZ0	C9JXZ0_HUMAN	unreviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (Fragment)	PLOD2	Homo sapiens (Human)	229
PLOD2		E7ETU9	E7ETU9_HUMAN	unreviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	Homo sapiens (Human)	703
PLOD2		F8WEW3	F8WEW3_HUMAN	unreviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	PLOD2	Homo sapiens (Human)	98
PLOD2		O00469	PLOD2_HUMAN	reviewed	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 (EC 1.14.11.4) (Lysyl hydroxylase 2) (LH2)	PLOD2	Homo sapiens (Human)	737
PLOD2		Q96AR9	Q96AR9_HUMAN	unreviewed	PLOD2 protein (Fragment)	PLOD2	Homo sapiens (Human)	210
PLOD2		Q96QU5	Q96QU5_HUMAN	unreviewed	Lysyl hydroxylase 2 (Fragment)	PLOD2	Homo sapiens (Human)	21
PMM2		A0A0S2Z4J6	A0A0S2Z4J6_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8) (Fragment)	PMM2	Homo sapiens (Human)	246
PMM2		H3BM92	H3BM92_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	66
PMM2		H3BNY9	H3BNY9_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	91
PMM2		H3BPH4	H3BPH4_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8) (Fragment)	PMM2	Homo sapiens (Human)	142
PMM2		H3BR08	H3BR08_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	65
PMM2		H3BRM0	H3BRM0_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	155
PMM2		H3BT06	H3BT06_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	90
PMM2		H3BV34	H3BV34_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	70
PMM2		H3BV55	H3BV55_HUMAN	unreviewed	Phosphomannomutase (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	219
PMM2		O15305	PMM2_HUMAN	reviewed	Phosphomannomutase 2 (PMM 2) (EC 5.4.2.8)	PMM2	Homo sapiens (Human)	246
POLR3K		L0R6M6	L0R6M6_HUMAN	unreviewed	Alternative protein POLR3K	POLR3K	Homo sapiens (Human)	41
POLR3K		Q9Y2Y1	RPC10_HUMAN	reviewed	DNA-directed RNA polymerase III subunit RPC10 (RNA polymerase III subunit C10) (DNA-directed RNA polymerase III subunit K) (RNA polymerase III 12.5 kDa subunit) (RPC12.5) (RNA polymerase III subunit C11) (HsC11p) (RPC11) (hRPC11)	POLR3K RPC11 My010	Homo sapiens (Human)	108
PPFIA4		B1APN9	B1APN9_HUMAN	unreviewed	Liprin-alpha-4	PPFIA4	Homo sapiens (Human)	1186
PPFIA4		M0QZB5	M0QZB5_HUMAN	unreviewed	Liprin-alpha-4 (Fragment)	PPFIA4	Homo sapiens (Human)	953
PPFIA4		M0R219	M0R219_HUMAN	unreviewed	Liprin-alpha-4 (Fragment)	PPFIA4	Homo sapiens (Human)	191
PPFIA4		O75335	LIPA4_HUMAN	reviewed	Liprin-alpha-4 (Protein tyrosine phosphatase receptor type f polypeptide-interacting protein alpha-4) (PTPRF-interacting protein alpha-4)	PPFIA4 KIAA0897	Homo sapiens (Human)	1185
PPIA		C9J5S7	C9J5S7_HUMAN	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PPIA	Homo sapiens (Human)	121
PPIA		E5RIZ5	E5RIZ5_HUMAN	unreviewed	Peptidyl-prolyl cis-trans isomerase A	PPIA	Homo sapiens (Human)	58
PPIA		F8WE65	F8WE65_HUMAN	unreviewed	Peptidyl-prolyl cis-trans isomerase (PPIase) (EC 5.2.1.8)	PPIA	Homo sapiens (Human)	120
PPIA		P62937	PPIA_HUMAN	reviewed	Peptidyl-prolyl cis-trans isomerase A (PPIase A) (EC 5.2.1.8) (Cyclophilin A) (Cyclosporin A-binding protein) (Rotamase A) [Cleaved into: Peptidyl-prolyl cis-trans isomerase A, N-terminally processed]	PPIA CYPA	Homo sapiens (Human)	165
PPP2CB		E5RFI3	E5RFI3_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16) (Fragment)	PPP2CB	Homo sapiens (Human)	125
PPP2CB		E5RHC1	E5RHC1_HUMAN	unreviewed	Serine/threonine-protein phosphatase (EC 3.1.3.16) (Fragment)	PPP2CB	Homo sapiens (Human)	184
PPP2CB		E5RJX4	E5RJX4_HUMAN	unreviewed	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform	PPP2CB	Homo sapiens (Human)	47
PPP2CB		H0YBN9	H0YBN9_HUMAN	unreviewed	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (Fragment)	PPP2CB	Homo sapiens (Human)	52
PPP2CB		H0YC23	H0YC23_HUMAN	unreviewed	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (Fragment)	PPP2CB	Homo sapiens (Human)	124
PPP2CB		P62714	PP2AB_HUMAN	reviewed	Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform (PP2A-beta) (EC 3.1.3.16)	PPP2CB	Homo sapiens (Human)	309
PRPS1		B1ALA7	B1ALA7_HUMAN	unreviewed	Ribose-phosphate pyrophosphokinase 1	PRPS1	Homo sapiens (Human)	168
PRPS1		B1ALA9	B1ALA9_HUMAN	unreviewed	Ribose-phosphate pyrophosphokinase 1	PRPS1	Homo sapiens (Human)	218
PRPS1		B7ZB02	B7ZB02_HUMAN	unreviewed	Ribose-phosphate pyrophosphokinase 1 (cDNA, FLJ79366, highly similar to Ribose-phosphate pyrophosphokinase I (EC 2.7.6.1))	PRPS1	Homo sapiens (Human)	114
PRPS1		P60891	PRPS1_HUMAN	reviewed	Ribose-phosphate pyrophosphokinase 1 (EC 2.7.6.1) (PPRibP) (Phosphoribosyl pyrophosphate synthase I) (PRS-I)	PRPS1	Homo sapiens (Human)	318
PSMC4		A8K2M0	A8K2M0_HUMAN	unreviewed	Proteasome (Prosome, macropain) 26S subunit, ATPase, 4, isoform CRA_b (cDNA FLJ78505, highly similar to Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 4 (PSMC4), transcript variant 1, mRNA) (cDNA, FLJ93682, Homo sapiens proteasome (prosome, macropain) 26S subunit, ATPase, 4(PSMC4), transcript variant 1, mRNA)	PSMC4 hCG_43346	Homo sapiens (Human)	418
PSMC4		P43686	PRS6B_HUMAN	reviewed	26S protease regulatory subunit 6B (26S proteasome AAA-ATPase subunit RPT3) (MB67-interacting protein) (MIP224) (Proteasome 26S subunit ATPase 4) (Tat-binding protein 7) (TBP-7)	PSMC4 MIP224 TBP7	Homo sapiens (Human)	418
PYGB		H0Y4Z6	H0Y4Z6_HUMAN	unreviewed	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1) (Fragment)	PYGB	Homo sapiens (Human)	245
PYGB		P11216	PYGB_HUMAN	reviewed	Glycogen phosphorylase, brain form (EC 2.4.1.1)	PYGB	Homo sapiens (Human)	843
PYGL		E9PK47	E9PK47_HUMAN	unreviewed	Alpha-1,4 glucan phosphorylase (EC 2.4.1.1)	PYGL	Homo sapiens (Human)	819
PYGL		P06737	PYGL_HUMAN	reviewed	Glycogen phosphorylase, liver form (EC 2.4.1.1)	PYGL	Homo sapiens (Human)	847
PYGL		Q6P1L4	Q6P1L4_HUMAN	unreviewed	PYGL protein (Fragment)	PYGL	Homo sapiens (Human)	248
QSOX1		A8MXT8	A8MXT8_HUMAN	unreviewed	Sulfhydryl oxidase 1	QSOX1	Homo sapiens (Human)	155
